TRI_FACILITY_ID,V_TRI_FORM_R_COMP_EZ.FACILITY_NAME,V_TRI_FORM_R_COMP_EZ.EPA_REGISTRY_ID,V_TRI_FORM_R_COMP_EZ.STATE_ABBR,V_TRI_FORM_R_COMP_EZ.PRIMARY_NAICS_CODE,V_TRI_FORM_R_COMP_EZ.INDUSTRY_CODE,V_TRI_FORM_R_COMP_EZ.DOC_CTRL_NUM,V_TRI_FORM_R_COMP_EZ.CHEM_NAME,V_TRI_FORM_R_COMP_EZ.TRI_CHEM_ID,V_TRI_FORM_R_COMP_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_FORM_R_COMP_EZ.REPORTING_YEAR,V_TRI_FORM_R_COMP_EZ.TOTAL_ON_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.TOTAL_OFF_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.TOTAL_ON_OFF_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.FUGITIVE_TOT_REL,V_TRI_FORM_R_COMP_EZ.STACK_TOT_REL,V_TRI_FORM_R_COMP_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_1,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_1,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_2,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_2,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_3,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_3,V_TRI_FORM_R_COMP_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.RCRA_C_TOT_REL,V_TRI_FORM_R_COMP_EZ.OTH_LANDF_TOT_REL,V_TRI_FORM_R_COMP_EZ.SURF_IMP_TOT_REL,V_TRI_FORM_R_COMP_EZ.SRS_ID
8050WGGRGT12248,AGGREGATE INDUSTRIES WCR INC FIRESTONE READY MIX PLANT,,CO,327320,327,1319217805542,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014621,VANADIUM COMPOUNDS,N770,N,2019,87,37000,37087.28,87.07,5.27,81.8,0,JOHNSON GULCH,0,,,,,0.21,0,0,0.21,755389
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259657,TOLUENE,108883,N,2019,"6,334",559,6893,6334,2881,3453,0,SAND CREEK,0,,,,,0,0,0,0,25452
80701LPRNF2400E,LEPRINO FOODS CO,110011372335,CO,311513,311,1319217893256,NITRIC ACID,7697372,N,2019,255,0,255,255,250,5,0,NA,0,,,,,0,0,0,0,152686
80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,110000467600,CO,424710,4247,1319218093553,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,2019,0,0,0.3,0.3,0.3,0,0,NA,0,,,,,0,0,0,0,649749
80301LXMRK6555M,LEXMARK INTERNATIONAL INC,110000467236,CO,325992,325,1319218184657,ZINC COMPOUNDS,N982,N,2019,255,1205,1460,255,250,5,0,DRY CREEK,0,,,,,0,0,0,0,649699
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014660,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,2019,0,0,0.0012591,0.0012591,0,0.0012591,0,JOHNSON GULCH,0,,,,,0,0,0,0,755371
80403BLLPC4525I,BALL METAL BEVERAGE CONTAINER CORP,110000495330,CO,332431,332,1319217767312,1 2 4-TRIMETHYLBENZENE,95636,N,2019,"2,360",0,2360,2360,1500,860,0,NA,0,,,,,0,0,0,0,16261
8110WTLFLS615ST,ALTA FUELS INC,110069310463,CO,424710,4247,1319218459725,NAPHTHALENE,91203,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,13326
8000WMRTNM54FEN,MARTIN MARIETTA ARVADA READY MIX,110060260854,CO,327320,327,1319218213320,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80305NTNLN325BR,NATIONAL INSTITUTE OF STANDARD&TECHNOLOGY BOULDER,110002962072,CO,921190,999,1319218199558,POLYCHLORINATED BIPHENYLS,1336363,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,85878
80216ZMMRM201EA,ZIMMERMAN METALS INC,110002461522,CO,332312,332,1319218518177,MANGANESE,7439965,N,2019,29,0,29,29,29,0,0,NA,0,,,,,0,0,0,0,149625
8002WTHRMF4845F,THERMO FLUIDS DENVER,110046325071,CO,424710,4247,1319217842754,METHANOL,67561,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,4283
80549RWHDN2700E,RAWHIDE ENERGY STATION,110000607148,CO,221112,2211,1319217923895,MERCURY  and MERCURY COMPOUNDS,N458,Y,2019,50,0,50.10464,14.40464,0.00464,14.4,0,NA,0,,,,,35.7,0,35.7,0,650028
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,110000467646,CO,221112,2211,1319218420432,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,2019,0,0,0.0025503,0.0025503,0,0.0025503,0,NA,0,,,,,0,0,0,0,755371
80401VLLYM17755,ROCKY MOUNTAIN METAL CONTAINER,110033145745,CO,332431,332,1319218430142,HYDROGEN FLUORIDE,7664393,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,152371
8050WBSTWY1141W,BESTWAY CONCRETE CO-LONGMONT,110060259679,CO,327320,327,1319217697388,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80642CHMCLHUDSO,CHEMICAL & METAL INDUSTRIES INC,110012141798,CO,325180,325,1319217635580,CHLOROFORM,67663,N,2019,69,0,69.468,69.468,0.468,69,0,NA,0,,,,,0,0,0,0,4317
80642DPCND23500,DPC INDUSTRIES INC,110000467619,CO,424690,4246,1319217844430,CHLORINE,7782505,N,2019,131,0,131,131,131,0,0,NA,0,,,,,0,0,0,0,154328
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,110046122851,CO,212299,2122,1319218063129,NICKEL,7440020,N,2019,"120,000",0,120000,0,0,0,0,NA,0,,,,,120000,0,0,120000,149674
80438CLMXM9MILE,CLIMAX MOLYBDENUM CO-HENDERSON MINE,110005997591,CO,212299,2122,1319218102539,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,2019,"1,501,000",3200000,4701000,250,250,0,750,WOODS CREEK,750,,,,,1500000,0,0,1500000,650010
8050WGGRGT12248,AGGREGATE INDUSTRIES WCR INC FIRESTONE READY MIX PLANT,,CO,327320,327,1319217805643,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,650002
81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,110000467833,CO,331110,331,1319217824313,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,2019,0,0,0.0200038,0.0200038,0,0.0200038,0,ARKANSAS RIVER,0,,,,,0,0,0,0,755371
80403BLLPC4525I,BALL METAL BEVERAGE CONTAINER CORP,110000495330,CO,332431,332,1319217767351,LEAD,7439921,N,2019,0,5.5304,5.5304,0,0,0,0,NA,0,,,,,0,0,0,0,149583
80026LFRGW1160R,MARTIN MARIETTA ROCK CREEK READY MIX,110012702664,CO,327320,327,1319218213534,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,110000600234,CO,221112,2211,1319218084477,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,2019,0,0,0.0007987,0.0007987,0,0.0007987,0,NA,0,,,,,0,0,0,0,755371
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084566,HYDROGEN FLUORIDE,7664393,N,2019,"8,700",0,8700,8700,0,8700,0,NA,0,,,,,0,0,0,0,152371
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014470,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N,2019,"6,051",13000,19051.14,6050.72,1.72,6049,0,JOHNSON GULCH,0,,,,,0.42,0,0,0.42,649475
8021WBNDTD4799D,BAND IT IDEX INC,110015849055,CO,332999,332,1319218312674,NICKEL,7440020,N,2019,1,7,8,0,0,0,1,SAND CREEK,1,,,,,0,0,0,0,149674
80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,110008062577,CO,334413,334,1319217893623,N-METHYL-2-PYRROLIDONE,872504,N,2019,"6,523",15.76,6538.76,6523,171,6352,0,NA,0,,,,,0,0,0,0,72744
80621GLDNL1405E,GOLDEN ALUMINUM,110000467539,CO,331315,331,1319218063333,CHROMIUM,7440473,N,2019,0,9597,9597,0,0,0,0,NA,0,,,,,0,0,0,0,150060
80906HNYWL1150E,ATMEL CORP,110000467673,CO,334413,334,1319218501625,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",7664939,N,2019,225,0,225,225,5,220,0,NA,0,,,,,0,0,0,0,152405
80201CHMRX10601,BASF CORP,110000522694,CO,325520,325,1319217638790,TOLUENE-2 6-DIISOCYANATE,91087,N,2019,1,0,0.955,0.955,0.815,0.14,0,NA,0,,,,,0,0,0,0,13243
8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),110001436928,CO,327390,327,1319218518090,MANGANESE,7439965,N,2019,1,0,1.3,1.3,1.3,0,0,NA,0,,,,,0,0,0,0,149625
8061WMLTCH1CHRI,MULTI-CHEM GROUP EATON CO FACILITY,110054825506,CO,424690,4246,1319218040970,TOLUENE,108883,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,25452
80110STLLM373SK,STOLLE MACHINERYCO ENGLEWOOD,110002992129,CO,333517,333,1319218414732,ALUMINUM (FUME OR DUST),7429905,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,149476
8021WBRNNN655W6,BRANNAN READY MIX WEST PLANT,110070557814,CO,327320,327,1319217992419,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649616
80127SSCRC10570,TTM TECHNOLOGIES,110041961801,CO,334412,334,1319218143384,COPPER  and COPPER COMPOUNDS,N100,Y,2019,0,46,46,0,0,0,0,NA,0,,,,,0,0,0,0,649491
8100WVSTST1TWER,VESTAS TOWERS AMERICA,110039573896,CO,332312,332,1319218050540,XYLENE (MIXED ISOMERS),1330207,N,2019,"28,485",0,28485.19,28485.19,20608.44,7876.75,0,NA,0,,,,,0,0,0,0,84970
80110STLLM373SK,STOLLE MACHINERYCO ENGLEWOOD,110002992129,CO,333517,333,1319218414757,CHROMIUM,7440473,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,150060
81625TRPPR65MIL,TRAPPER MINING INC,110008302522,CO,212111,2121,1319218207809,MANGANESE COMPOUNDS,N450,N,2019,"144,879",0,144878.73,87,87,0,336.73,JOHNSON GULCH,15.49,NO-NAME GULCH,121.87,EAST PYEATT GULCH,64.57,144455,0,144000,455,650010
80022KCHPR4310E,BKEP MATERIALS LLC-DENVER,110001430531,CO,324121,324,1319217720034,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,2019,1,5.9,6.8,0.9,0,0.9,0,SAND CREEK,0,,,,,0,0,0,0,649749
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370548,LEAD COMPOUNDS,N420,N,2019,29,0,28.76,28.76,10.51,18.25,0,NA,0,,,,,0,0,0,0,650002
8002WRMSTR64CMP,CHECKERS INDUSTRIAL SAFETY PRODUCTS,110060258698,CO,326199,326,1319217710565,DIISOCYANATES,N120,N,2019,9,1778,1787,9,9,0,0,NA,0,,,,,0,0,0,0,649715
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,110060947329,CO,562211,562,1319217972165,NICKEL  and NICKEL COMPOUNDS,N495,Y,2019,"42,676",0,42675.5,2.5,2.41,0.09,0,FIRST CREEK,0,,,,,42673,42673,0,0,650036
80621GLDNL1405E,GOLDEN ALUMINUM,110000467539,CO,331315,331,1319218063372,MANGANESE,7439965,N,2019,89,280,369,89,17,72,0,NA,0,,,,,0,0,0,0,149625
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,110000906495,CO,424690,4246,1319218207710,N-HEXANE,110543,N,2019,"1,255",0,1255,1255,460,795,0,NA,0,,,,,0,0,0,0,26740
80014LFRGW2650C,MARTIN MARIETTA CHAMBERS READY MIX,110012703075,CO,327320,327,1319218213496,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),110001436928,CO,327390,327,1319218518064,NITRATE COMPOUNDS,N511,N,2019,0,100,100,0,0,0,0,NA,0,,,,,0,0,0,0,649616
8060WJPNTN121E1,E J PAINTING & FIBERGLASS,110001400886,CO,326199,326,1319217903778,STYRENE,100425,N,2019,"4,498",0,4498,4498,675,3823,0,NA,0,,,,,0,0,0,0,19414
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,110060947329,CO,562211,562,1319217972227,NITRIC ACID,7697372,N,2019,"44,101",0,44100.58,2.58,2.49,0.09,0,FIRST CREEK,0,,,,,44098,44098,0,0,152686
8022WGGRGT2E64T,AGGREGATE INDUSTRIES WCR INC DENVER READY MIX PLANT,110046289164,CO,327320,327,1319217805353,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,650002
80110MRCNS1600W,AMERICAN STAINLESS STEEL CORP,110000466727,CO,332322,332,1319218487015,MANGANESE,7439965,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,149625
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,110000467281,CO,325411,325,1319218507010,1 4-DIOXANE,123911,N,2019,"1,000",0,1000,1000,750,250,0,BOULDER CREEK,0,,,,,0,0,0,0,33241
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,110000467469,CO,325199,325,1319217662295,TRIETHYLAMINE,121448,N,2019,10,0,9.6,9.6,2.3,7.3,0,NA,0,,,,,0,0,0,0,31708
80751STRLN45ANG,STERLING ETHANOL LLC,110022421912,CO,325193,325,1319217941071,ACETALDEHYDE,75070,N,2019,"4,769",0,4769,4769,2,4767,0,NA,0,,,,,0,0,0,0,5280
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,110000466638,CO,424710,4247,1319217824414,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,2019,0,0,0.2,0.2,0.2,0,0,SAND CREEK,0,,,,,0,0,0,0,649749
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370563,MANGANESE COMPOUNDS,N450,N,2019,18,0,17.84,17.84,6.75,11.09,0,NA,0,,,,,0,0,0,0,650010
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084554,VANADIUM COMPOUNDS,N770,N,2019,"78,142",0,78141.7,141.7,1.7,140,0,OUTFALL 001,0,,,,,78000,0,78000,0,755389
80216SHLND156W5,NEXEO SOLUTIONS LLC,110000859438,CO,424690,4246,1319218519445,XYLENE (MIXED ISOMERS),1330207,N,2019,578,2100.0001,2678.3899,578.3898,578.3898,0,0,NA,0,,,,,0,0,0,0,84970
8021WBNDTD4799D,BAND IT IDEX INC,110015849055,CO,332999,332,1319218312662,CHROMIUM,7440473,N,2019,0,7,7,0,0,0,0,SAND CREEK,0,,,,,0,0,0,0,150060
80651BTTRB45NFR,JD HEISKELL & CO,110031018262,CO,311119,311,1319218073272,ZINC COMPOUNDS,N982,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649699
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259683,ZINC COMPOUNDS,N982,N,2019,697,0,697,622,4,618,75,SAND CREEK,75,,,,,0,0,0,0,649699
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,110000467281,CO,325411,325,1319218507061,N-METHYL-2-PYRROLIDONE,872504,N,2019,10,0,10,10,5,5,0,BOULDER CREEK,0,,,,,0,0,0,0,72744
80550MTLCN12011,METAL CONTAINER CORPORTION - WINDSOR CAN PLANT,110000467487,CO,332431,332,1319218309146,HYDROGEN FLUORIDE,7664393,N,2019,30,0,30,30,0,30,0,NA,0,,,,,0,0,0,0,152371
8150WMLTCH73123,MULTI-CHEM GROUP GRAND JUNCTION CO FACILITY,110045534409,CO,424690,4246,1319218086585,ETHYLENE GLYCOL,107211,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,24257
80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,110000467469,CO,325199,325,1319217662283,TOLUENE,108883,N,2019,"4,802",0,4802.2,4802.2,1961.2,2841,0,NA,0,,,,,0,0,0,0,25452
80216VNCBR38W62,VANCE BROTHERS INC,110043694785,CO,324121,324,1319217921206,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,2019,1,183.6,184.2,0.6,0.5,0.1,0,NA,0,,,,,0,0,0,0,649749
81001BFGDR50WIL,GOODRICH CARBON OPERATIONS,110041165093,CO,336413,336,1319218516639,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,2019,0,0.0297,0.0297,0,0,0,0,NA,0,,,,,0,0,0,0,649749
81001SHLND250WI,KMG ELECTRONIC CHEMICALS INC,110043786356,CO,325180,325,1319218494603,NITRIC ACID,7697372,N,2019,238,0,238.49,238.49,0.1,238.39,0,NA,0,,,,,0,0,0,0,152686
8062WTLSLF14514,ATLAS OIL - FORT LUPTON,,CO,424710,4247,1319217785841,1 2 4-TRIMETHYLBENZENE,95636,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,16261
81002HRSHC11HAR,HARSCO METALS - PUEBLO,110038034132,CO,327992,327,1319217984703,LEAD COMPOUNDS,N420,N,2019,6,0,5.5,5.5,5.5,0,0,NA,0,,,,,0,0,0,0,650002
80631WNSBR11133,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 28,110024383068,CO,327213,327,1319218301024,LEAD  and LEAD COMPOUNDS,N420,Y,2019,57,17.87,74.75,56.88,0.7,56.18,0,NA,0,,,,,0,0,0,0,650002
8061WMLTCH1CHRI,MULTI-CHEM GROUP EATON CO FACILITY,110054825506,CO,424690,4246,1319218040855,ETHYLENE GLYCOL,107211,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,24257
8065WLDCST427NF,OLDCASTLE PRECAST INC,110039495524,CO,327390,327,1319218058752,MERCURY COMPOUNDS,N458,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,650028
80601LLTCC1095S,INTERTAPE POLYMER GROUP BRIGHTON FACILITY,110000467511,CO,322220,322,1319218131973,N-HEXANE,110543,N,2019,"26,728",5,26733,26728,8018,18710,0,NA,0,,,,,0,0,0,0,26740
81001SMMTP13THE,SUMMIT PRESSED BRICK & TILE CO,110010291692,CO,327120,327,1319218017756,BARIUM COMPOUNDS,N040,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649426
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,110038278226,CO,424690,4246,1319217895186,TOLUENE,108883,N,2019,373,0,373,373,161,212,0,NA,0,,,,,0,0,0,0,25452
80550CRSTR2HWAR,CARESTREAM HEALTH COLORADO,110031306272,CO,325992,325,1319217947821,NITRATE COMPOUNDS,N511,N,2019,"58,954",0,58954,0,0,0,58954,CACHE LA POUDRE RIVER,58954,,,,,0,0,0,0,649616
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,110012355281,CO,221112,2211,1319218084883,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,2019,0,0,0.0010368,0.0010368,0,0.0010368,0,NA,0,,,,,0,0,0,0,755371
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259582,N-HEXANE,110543,N,2019,"3,263",0,3263,3263,1772,1491,0,SAND CREEK,0,,,,,0,0,0,0,26740
80002FRNTR6155W,ADVANCED SURFACE TECHNOLOGIES INC,110001728710,CO,332813,332,1319218036162,NITRATE COMPOUNDS,N511,N,2019,0,7382.3,7382.3,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80468CLMXM19302,CLIMAX MOLYBDENUM CO HENDERSON MILL,110000600190,CO,212299,2122,1319218102782,NONYLPHENOL ETHOXYLATES,N535,N,2019,"52,000",0,52000,0,0,0,0,NA,0,,,,,52000,0,0,52000,1978074
8061WMLTCH1CHRI,MULTI-CHEM GROUP EATON CO FACILITY,110054825506,CO,424690,4246,1319218040994,ETHYLBENZENE,100414,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,19406
80215CBSTR11308,TERUMO BCT STERILIZATION SERVICES INC,110041229694,CO,339112,339,1319217861501,ETHYLENE OXIDE,75218,N,2019,325,0,325,325,0,325,0,NA,0,,,,,0,0,0,0,5405
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,110046122851,CO,212299,2122,1319218063093,LEAD  and LEAD COMPOUNDS,N420,Y,2019,"2,381,132",0,2381131.9,98.7,96.7,2,1.4,TENMILE CREEK,1.4,,,,,2381031.8,0,0,651000,650002
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218541264,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,2019,0,0,0.0002307,0.000073,0.0000511,0.0000219,0.0001578,SAND CREEK,0.0001576,,,,,0,0,0,0,755371
81503CLRDC56924,TOTAL PETROCHEMICALS & REFINING USA INC (TOTAL CRAY VALLEY),110007237533,CO,325212,325,1319218118279,1 3-BUTADIENE,106990,N,2019,"6,578",0,6578,6578,11,6567,0,NA,0,,,,,0,0,0,0,24042
8023WKRGRM1241E,KROGER MOUNTAIN VIEW FOODS,110056394272,CO,311511,311,1319218501219,NITRATE COMPOUNDS,N511,N,2019,0,6895.3,6895.3,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80916QLTYC1635S,QUALITY CONCEPTS MANUFACTURING INC,110012702959,CO,334418,334,1319217773403,LEAD,7439921,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,149583
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,110046122851,CO,212299,2122,1319218063028,AMMONIA,7664417,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,152389
8063WFLRDC139N1,FCT COS INC,110023151088,CO,325998,325,1319218177766,NITRIC ACID,7697372,N,2019,4,0,4,4,0,4,0,NA,0,,,,,0,0,0,0,152686
8090WRCKYM2725C,MARTIN MARIETTA - CAPITAL FACILITY,110001966141,CO,327320,327,1319218213609,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
8093WGGRGT3555N,AGGREGATE INDUSTRIES WCR INC CS-EAST READY MIX PLANT,110070559773,CO,327320,327,1319218320669,LEAD COMPOUNDS,N420,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,650002
8002WPRNML6151B,PURINA ANIMAL NUTRITION LLC - COMMERCE CITY,110060260355,CO,311119,311,1319217625134,COPPER COMPOUNDS,N100,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649491
8110WTLFLS615ST,ALTA FUELS INC,110069310463,CO,424710,4247,1319218459687,ETHYLBENZENE,100414,N,2019,7,0,7,7,0,7,0,NA,0,,,,,0,0,0,0,19406
80216KBPCL3600E,KBP COIL COATERS INC,110011372647,CO,332812,332,1319217955044,1 2 4-TRIMETHYLBENZENE,95636,N,2019,16,0,16,16,0,16,0,NA,0,,,,,0,0,0,0,16261
80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,110009559637,CO,221112,2211,1319218372821,MERCURY  and MERCURY COMPOUNDS,N458,Y,2019,1,0.82,1.82,0.5,0,0.5,0,FOUNTAIN CREEK,0,,,,,0.5,0,0,0.5,650028
80759YMTHN3848C,YUMA ETHANOL LLC,110031262498,CO,325193,325,1319217941196,ACROLEIN,107028,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,24075
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084541,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",7647010,N,2019,"15,000",0,15000,15000,0,15000,0,NA,0,,,,,0,0,0,0,152231
80539HCHCX5600L,HACH CO LOVELAND,110011675428,CO,334516,334,1319218311431,LEAD,7439921,N,2019,2,32.1532301,33.8095671,1.656337,0.000007,1.65633,0,NA,0,,,,,0,0,0,0,149583
8100WLTFLS1739E,ALTA FUELS LLC - PUEBLO PLANT,110058904958,CO,424710,4247,1319218457226,BENZENE,71432,N,2019,205,0,205,205,0,205,0,NA,0,,,,,0,0,0,0,4754
80239MLHGH11100,MILE HIGH EQUIPMENT LLC,110000467209,CO,333415,333,1319217887417,COPPER  and COPPER COMPOUNDS,N100,Y,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649491
8065WRRRGN6788S,AURORA ORGANIC DAIRY,110064762074,CO,311511,311,1319217778113,NITRATE COMPOUNDS,N511,N,2019,10,0,10,0,0,0,0,NA,0,,,,,10,0,0,0,649616
80216KPPRS5601F,KOPPERS INC (DENVER CO),110013817325,CO,321114,321,1319217838438,CREOSOTE,8001589,N,2019,"2,900",0,2900,2900,1800,1100,0,OPEN DITCH TRIBUTARY TO PLATTE RIVER,0,,,,,0,0,0,0,156950
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084578,BENZO(G H I)PERYLENE,191242,N,2019,0,0,0.1471,0.1471,0.0021,0.145,0,OUTFALL 001,0,,,,,0,0,0,0,40576
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259404,1 3-BUTADIENE,106990,N,2019,70,0,70,70,70,0,0,NA,0,,,,,0,0,0,0,24042
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,110000600234,CO,221112,2211,1319218084364,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",7647010,N,2019,"4,800",0,4800,4800,0,4800,0,NA,0,,,,,0,0,0,0,152231
8065WRRRGN6788S,AURORA ORGANIC DAIRY,110064762074,CO,311511,311,1319217778125,NITRIC ACID,7697372,N,2019,10,0,10,10,5,5,0,NA,0,,,,,0,0,0,0,152686
80907RFLXT4350C,COBHAM COLORADO SPRINGS,110001743720,CO,334413,334,1319217846068,LEAD,7439921,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,149583
8002WRWLFL587E5,A R WILFLEY & SONS INC,110067046066,CO,333914,333,1319218049120,CHROMIUM,7440473,N,2019,1,0,0.95,0.95,0.95,0,0,NA,0,,,,,0,0,0,0,150060
80011JHNHH21100,ADVANCED CIRCUITS INC,110064107121,CO,334412,334,1319217879790,COPPER,7440508,N,2019,0,17179.01,17179.01,0,0,0,0,NA,0,,,,,0,0,0,0,150086
