TRI_FACILITY_ID,V_TRI_FORM_R_COMP_EZ.FACILITY_NAME,V_TRI_FORM_R_COMP_EZ.EPA_REGISTRY_ID,V_TRI_FORM_R_COMP_EZ.STATE_ABBR,V_TRI_FORM_R_COMP_EZ.PRIMARY_NAICS_CODE,V_TRI_FORM_R_COMP_EZ.INDUSTRY_CODE,V_TRI_FORM_R_COMP_EZ.DOC_CTRL_NUM,V_TRI_FORM_R_COMP_EZ.CHEM_NAME,V_TRI_FORM_R_COMP_EZ.TRI_CHEM_ID,V_TRI_FORM_R_COMP_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_FORM_R_COMP_EZ.REPORTING_YEAR,V_TRI_FORM_R_COMP_EZ.TOTAL_ON_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.TOTAL_OFF_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.TOTAL_ON_OFF_SITE_RELEASE,V_TRI_FORM_R_COMP_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.FUGITIVE_TOT_REL,V_TRI_FORM_R_COMP_EZ.STACK_TOT_REL,V_TRI_FORM_R_COMP_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_1,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_1,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_2,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_2,V_TRI_FORM_R_COMP_EZ.WATER_BODY_NAME_3,V_TRI_FORM_R_COMP_EZ.WATER_RELEASE_3,V_TRI_FORM_R_COMP_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_COMP_EZ.RCRA_C_TOT_REL,V_TRI_FORM_R_COMP_EZ.OTH_LANDF_TOT_REL,V_TRI_FORM_R_COMP_EZ.SURF_IMP_TOT_REL,V_TRI_FORM_R_COMP_EZ.SRS_ID
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370500,COBALT COMPOUNDS,N096,N,2019,2,0,1.5,1.5,0.03,1.47,0,NA,0,,,,,0,0,0,0,649970
80110STLLM373SK,STOLLE MACHINERYCO ENGLEWOOD,110002992129,CO,333517,333,1319218414720,MANGANESE,7439965,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,149625
81501CPCNC1328W,CAPCO LLC,110001728275,CO,332999,332,1319217721214,LEAD,7439921,N,2019,0,1.034698,1.034698,0,0,0,0,NA,0,,,,,0,0,0,0,149583
80601SSHCN10300,SASHCO INC,110000467520,CO,325520,325,1319218212607,TOLUENE,108883,N,2019,"2,446",0,2445.56,2445.56,20.56,2425,0,NA,0,,,,,0,0,0,0,25452
80906HNYWL1150E,ATMEL CORP,110000467673,CO,334413,334,1319218501601,ETHYLENE GLYCOL,107211,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,24257
80216ZMMRM201EA,ZIMMERMAN METALS INC,110002461522,CO,332312,332,1319218518189,NICKEL,7440020,N,2019,18,0,18,18,18,0,0,NA,0,,,,,0,0,0,0,149674
8023WCHMST515PA,CHEMSTATION DENVER,110070070746,CO,325611,325,1319218410569,NITRIC ACID,7697372,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,152686
8002WTHRMF4845F,THERMO FLUIDS DENVER,110046325071,CO,424710,4247,1319217842741,ETHYLENE GLYCOL,107211,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,24257
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084592,MERCURY COMPOUNDS,N458,N,2019,479,0,478.5136,79.5094,0.0094,79.5,0.0042,OUTFALL 001,0.0042,,,,,399,0,399,0,650028
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014607,MERCURY COMPOUNDS,N458,N,2019,44,164,207.72,43.72,0.02,43.7,0,JOHNSON GULCH,0,,,,,0,0,0,0,650028
80525LFRGW3000S,MARTIN MARIETTA RIGDEN READY MIX,110064162178,CO,327320,327,1319218213318,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
8063WNLCCM2696T,NALCO COMPANY-GREELEY,110069290261,CO,424690,4246,1319218157574,NAPHTHALENE,91203,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,13326
80759YMTHN3848C,YUMA ETHANOL LLC,110031262498,CO,325193,325,1319217941246,ETHYLENE GLYCOL,107211,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,24257
80540STHWS5134U,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,110000467450,CO,327310,327,1319218508796,AMMONIA,7664417,N,2019,"2,800",0,2800,2800,5,2795,0,NA,0,,,,,0,0,0,0,152389
80621GLDNL1405E,GOLDEN ALUMINUM,110000467539,CO,331315,331,1319218063307,1 2 4-TRIMETHYLBENZENE,95636,N,2019,291,0,291,291,124,167,0,NA,0,,,,,0,0,0,0,16261
80305NTNLN325BR,NATIONAL INSTITUTE OF STANDARD&TECHNOLOGY BOULDER,110002962072,CO,921190,999,1319218199507,LEAD,7439921,N,2019,0,0.15,0.15,0,0,0,0,NA,0,,,,,0,0,0,0,149583
81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,110000600289,CO,327310,327,1319217825619,MANGANESE  and MANGANESE COMPOUNDS,N450,Y,2019,"50,135",0,50135,846,228.87,617.13,0,NA,0,,,,,49289,0,49289,0,650010
80216SHLND156W5,NEXEO SOLUTIONS LLC,110000859438,CO,424690,4246,1319218519407,N-BUTYL ALCOHOL,71363,N,2019,409,2100.0001,2508.943,408.9429,408.9429,0,0,NA,0,,,,,0,0,0,0,4739
80120NCRCT8192S,UNICIRCUIT INC,110021355282,CO,334412,334,1319218143396,FORMALDEHYDE,50000,N,2019,224,1.12,225.12,224,0,224,0,NA,0,,,,,0,0,0,0,1008
8062WPLTTH3281R,PILOT THOMAS LOGISTICS - FORT LUPTON,110070069366,CO,424710,4247,1319218359457,NAPHTHALENE,91203,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,13326
8060WRCKYM975US,MARTIN MARIETTA BRIGHTON READY MIX,110002436793,CO,327320,327,1319218213433,LEAD  and LEAD COMPOUNDS,N420,Y,2019,1,0,0.7293,0.7293,0,0.7293,0,NA,0,,,,,0,0,0,0,650002
80401DLPHC12THF,MOLSON COORS USA LLC - GOLDEN BREWERY,110033145736,CO,312120,3121,1319217972785,LEAD,7439921,N,2019,227,2.9,229.9,0,0,0,227,CLEAR CREEK,227,,,,,0,0,0,0,149583
80401VLLYM17755,ROCKY MOUNTAIN METAL CONTAINER,110033145745,CO,332431,332,1319218430179,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",7664939,N,2019,"2,000",0,2000,2000,0,2000,0,NA,0,,,,,0,0,0,0,152405
80204NTDST320WE,US DEPARTMENT OF THE TREASURY US MINT DENVER,110000466816,CO,332119,332,1319218012918,NICKEL,7440020,N,2019,0,20.51,20.51,0,0,0,0,NA,0,,,,,0,0,0,0,149674
80651BTTRB45NFR,JD HEISKELL & CO,110031018262,CO,311119,311,1319218073258,COPPER COMPOUNDS,N100,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649491
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,110012355281,CO,221112,2211,1319218084871,MERCURY COMPOUNDS,N458,N,2019,36,0,35.9435,1.7435,0.0035,1.74,0,NA,0,,,,,34.2,0,34.2,0,650028
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,110000600234,CO,221112,2211,1319218084465,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",7664939,N,2019,30,0,29.9,29.9,1.9,28,0,NA,0,,,,,0,0,0,0,152405
80216KBPCL3600E,KBP COIL COATERS INC,110011372647,CO,332812,332,1319217955069,NAPHTHALENE,91203,N,2019,8,0,8,8,0,8,0,NA,0,,,,,0,0,0,0,13326
80301HSRCH5555A,AGILENT TECHNOLOGIES BOULDER CO,110014375853,CO,325412,325,1319218144487,TOLUENE,108883,N,2019,27,0.000146,27.400146,27.4,18.1,9.3,0,NA,0,,,,,0,0,0,0,25452
8001WCLRDP2851W,COLORADO PAINT CO,,CO,325510,325,1319218141099,NONYLPHENOL,N530,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,1827619
8150WHLLBR3199D,HALLIBURTON GRAND JUNCTION FIELD CAMP,,CO,424690,4246,1319218041251,ETHYLENE GLYCOL,107211,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,24257
8100WLTFLS1739E,ALTA FUELS LLC - PUEBLO PLANT,110058904958,CO,424710,4247,1319218457240,N-HEXANE,110543,N,2019,365,0,365,365,0,365,0,NA,0,,,,,0,0,0,0,26740
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370447,AMMONIA,7664417,N,2019,"117,072",0,117071.52,117071.52,0,117071.52,0,NA,0,,,,,0,0,0,0,152389
80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,110000600234,CO,221112,2211,1319218084376,AMMONIA,7664417,N,2019,"8,536",0,8536,8500,8500,0,0,NA,0,,,,,36,0,0,0,152389
80239MLHGH11100,MILE HIGH EQUIPMENT LLC,110000467209,CO,333415,333,1319217887431,ZINC COMPOUNDS,N982,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649699
80125LDCST8392R,OLDCASTLE PRECAST INC,110041098718,CO,327390,327,1319218058941,LEAD COMPOUNDS,N420,N,2019,3,0,2.5,0,0,0,0,NA,0,,,,,2.5,0,0,2.5,650002
80125LDCST8392R,OLDCASTLE PRECAST INC,110041098718,CO,327390,327,1319218058954,MERCURY COMPOUNDS,N458,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,650028
8063WNLCCM2696T,NALCO COMPANY-GREELEY,110069290261,CO,424690,4246,1319218157523,AMMONIA,7664417,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,152389
80214LKWDB1325J,LAKEWOOD BRICK & TILE CO,110000466889,CO,327120,327,1319218203952,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649475
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259392,1 2 4-TRIMETHYLBENZENE,95636,N,2019,799,0.17,799.17,799,357,442,0,SAND CREEK,0,,,,,0,0,0,0,16261
8049WPKSLV28755,PEAK SILVERTHORNE BATCH PLANT,110070247455,CO,327320,327,1319218509836,LEAD,7439921,N,2019,0,0,0.23,0.23,0,0.23,0,NA,0,,,,,0,0,0,0,149583
81002HRSHC11HAR,HARSCO METALS - PUEBLO,110038034132,CO,327992,327,1319217984727,MANGANESE COMPOUNDS,N450,N,2019,786,0,786,786,786,0,0,NA,0,,,,,0,0,0,0,650010
8064WCNYNS952YS,WEST DIRECT OIL #15 HEN,110003002376,CO,424710,4247,1319217755762,ZINC COMPOUNDS,N982,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649699
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084604,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N,2019,"28,121",200,28320.61,120.61,0.61,120,0,OUTFALL 001,0,,,,,28000,0,28000,0,649475
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,110012355281,CO,221112,2211,1319218084933,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",7647010,N,2019,"18,000",0,18000,18000,0,18000,0,NA,0,,,,,0,0,0,0,152231
80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,110041971337,CO,212221,2122,1319218055770,MERCURY COMPOUNDS,N458,N,2019,"2,268",0,2267.8,26.4,0.4,26,0,NA,0,,,,,2241.4,0,0,0,650028
80549RWHDN2700E,RAWHIDE ENERGY STATION,110000607148,CO,221112,2211,1319217923871,LEAD  and LEAD COMPOUNDS,N420,Y,2019,"2,799",0,2798.9,2.9,0.25,2.65,0,NA,0,,,,,2796,0,2796,0,650002
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,110060947329,CO,562211,562,1319217972088,ASBESTOS (FRIABLE),1332214,N,2019,"20,071",0,20071.18,1.18,1.14,0.04,0,NA,0,,,,,20070,20070,0,0,85282
8065WLDCST427NF,OLDCASTLE PRECAST INC,110039495524,CO,327390,327,1319218058651,LEAD COMPOUNDS,N420,N,2019,1,0,1.1,0,0,0,0,NA,0,,,,,1.1,0,0,1.1,650002
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,110000466638,CO,424710,4247,1319217824390,NAPHTHALENE,91203,N,2019,20,0,20,20,17,3,0,SAND CREEK,0,,,,,0,0,0,0,13326
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,110000467646,CO,221112,2211,1319218420457,HYDROGEN SULFIDE,7783064,N,2019,"4,449",0,4449,4449,3477,972,0,NA,0,,,,,0,0,0,0,154518
80640SNCLR8581E,SINCLAIR DENVER PRODUCTS TERMINAL,110000467600,CO,424710,4247,1319218093526,LEAD COMPOUNDS,N420,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,650002
8052WDRKRD3EAST,AGGREGATE INDUSTRIES WCR INC DRAKE READY MIX PLANT,110042003024,CO,327320,327,1319217805454,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0,0,0,0,0,BOXELDER DITCH,0,,,,,0,0,0,0,650002
8023WFRTLY11645,FRITO-LAY INC DENVER,110001427858,CO,311919,311,1319217768961,NITRIC ACID,7697372,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,152686
80403BLLPC4525I,BALL METAL BEVERAGE CONTAINER CORP,110000495330,CO,332431,332,1319217767399,N-BUTYL ALCOHOL,71363,N,2019,"55,000",0,55000,55000,35000,20000,0,NA,0,,,,,0,0,0,0,4739
81004GCCRG3372L,GCC RIO GRANDE INC,110037262636,CO,327310,327,1319218370575,MERCURY COMPOUNDS,N458,N,2019,31,0,30.65,30.65,0.08,30.57,0,NA,0,,,,,0,0,0,0,650028
80634LVLND14520,LOVELAND PRODUCTS,,CO,325320,325,1319218068056,ZINC COMPOUNDS,N982,N,2019,0,19.8,20.11,0.26,0.26,0,0.05,CACHE LA POUDRE RIVER,0.05,,,,,0,0,0,0,649699
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,110046122851,CO,212299,2122,1319218063067,COPPER COMPOUNDS,N100,N,2019,"43,255",250,43505,5,5,0,250,TENMILE CREEK,250,,,,,43000,0,0,43000,649491
81001SMMTP13THE,SUMMIT PRESSED BRICK & TILE CO,110010291692,CO,327120,327,1319218017770,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649475
80301LFRGW5959V,MARTIN MARIETTA VALMONT READY MIX,110012702673,CO,327320,327,1319218213585,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0.0182,0.0182,0,0.0182,0,NA,0,,,,,0,0,0,0,650002
81001BFGDR50WIL,GOODRICH CARBON OPERATIONS,110041165093,CO,336413,336,1319218516615,ETHYLENE,74851,N,2019,5,0,5,5,5,0,0,NA,0,,,,,0,0,0,0,5090
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014520,HYDROGEN FLUORIDE,7664393,N,2019,"11,969",0,11969,11969,0,11969,0,NA,0,,,,,0,0,0,0,152371
80027KRYPT740SP,KRYPTANE SYSTEMS,110000495312,CO,325211,325,1319217757968,DIISOCYANATES,N120,N,2019,0,0,0.27,0.27,0.27,0,0,NA,0,,,,,0,0,0,0,649715
80840SRFRC8034E,US DOD USAF ACADEMY,110043790181,CO,928110,999,1319218176980,LEAD,7439921,N,2019,"13,793",0,13792.6,0,0,0,0,NA,0,,,,,13792.6,0,0,0,149583
8091WBSLTC3255D,BASALITE CONCRETE PRODUCTS LLC,110070244786,CO,327331,327,1319217960525,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0.012,0.012,0.008,0.004,0,FOUNTAIN CREEK,0,,,,,0,0,0,0,650002
80751STRLN45ANG,STERLING ETHANOL LLC,110022421912,CO,325193,325,1319217941121,N-HEXANE,110543,N,2019,"1,031",0,1031,1031,0,1031,0,NA,0,,,,,0,0,0,0,26740
80550FRNTR31375,FRONT RANGE ENERGY,110024579204,CO,325193,325,1319218307357,N-HEXANE,110543,N,2019,"1,990",0,1990.31,1990.31,445.17,1545.14,0,NA,0,,,,,0,0,0,0,26740
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,110032913024,CO,324110,324,1319218259428,BENZENE,71432,N,2019,"4,221",48,4269,4220,2433,1787,1,SAND CREEK,1,,,,,0,0,0,0,4754
80216CMCBN5353F,CMC REBAR DENVER,110031106755,CO,332312,332,1319218410684,NICKEL COMPOUNDS,N495,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,650036
80601SSHCN10300,SASHCO INC,110000467520,CO,325520,325,1319218547519,NONYLPHENOL ETHOXYLATES,N535,N,2019,5,2507,2512,5,5,0,0,NA,0,,,,,0,0,0,0,1978074
80201CHMRX10601,BASF CORP,110000522694,CO,325520,325,1319217638776,DIISOCYANATES,N120,N,2019,4,0,4.171,4.171,4.031,0.14,0,NA,0,,,,,0,0,0,0,649715
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,110060947329,CO,562211,562,1319217972138,ETHYLENE GLYCOL,107211,N,2019,"102,338",0,102337.85,5.85,5.79,0.06,0,FIRST CREEK,0,,,,,102332,102332,0,0,24257
80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,110064235073,CO,327320,327,1319218213371,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
80913FRTCRCOMMA,US ARMY FORT CARSON (CANTONMENT),110000495367,CO,928110,999,1319217789813,COPPER,7440508,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,150086
80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,110008062577,CO,334413,334,1319217893609,ETHYLENE GLYCOL,107211,N,2019,242,7482,7724,242,94,148,0,NA,0,,,,,0,0,0,0,24257
80120NCRCT8192S,UNICIRCUIT INC,110021355282,CO,334412,334,1319218143372,LEAD  and LEAD COMPOUNDS,N420,Y,2019,1,18.562,19.762,1.2,0,1.2,0,NA,0,,,,,0,0,0,0,650002
80216FPLYM46HLL,EFI POLYMERS,110018871639,CO,325991,325,1319217833817,NONYLPHENOL,N530,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1827619
80906HNYWL1150E,ATMEL CORP,110000467673,CO,334413,334,1319218501613,HYDROGEN FLUORIDE,7664393,N,2019,"8,105",0,8105,8105,5,8100,0,NA,0,,,,,0,0,0,0,152371
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,110038278226,CO,424690,4246,1319217895174,SODIUM NITRITE,7632000,N,2019,255,0,255,255,5,250,0,NA,0,,,,,0,0,0,0,152058
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,110000467646,CO,221112,2211,1319218420418,BARIUM  and BARIUM COMPOUNDS,N040,Y,2019,"177,880",0,177880,372,11,361,0,NA,0,,,,,177508,0,175878,52,649426
80401LFRGW1841W,MARTIN MARIETTA SPEC AGG,110064235073,CO,327320,327,1319218213357,BENZO(G H I)PERYLENE,191242,N,2019,0,0,0.0449,0.0449,0.0063,0.0386,0,NA,0,,,,,0,0,0,0,40576
81503CLRDC56924,TOTAL PETROCHEMICALS & REFINING USA INC (TOTAL CRAY VALLEY),110007237533,CO,325212,325,1319218118281,MALEIC ANHYDRIDE,108316,N,2019,10,0,10,10,5,5,0,COLORADO RIVER,0,,,,,0,0,0,0,25015
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014633,NICKEL COMPOUNDS,N495,N,2019,"4,114",10300,14413.8,4113.38,1.38,4112,0,JOHNSON GULCH,0,,,,,0.42,0,0,0.42,650036
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014557,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",7647010,N,2019,"15,665",0,15665,15665,0,15665,0,NA,0,,,,,0,0,0,0,152231
81001TRNCX101WI,TRANE CO,110000467815,CO,333415,333,1319218360636,PROPYLENE,115071,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,29009
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084580,LEAD COMPOUNDS,N420,N,2019,"14,765",200,14965.429,65.429,0.329,65.1,0,OUTFALL 001,0,,,,,14700,0,14700,0,650002
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,110030489077,CO,337110,337,1319218278846,N-BUTYL ALCOHOL,71363,N,2019,"7,581",0,7581,7581,1895,5686,0,NA,0,,,,,0,0,0,0,4739
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,110000467851,CO,221112,2211,1319218084630,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N,2019,0,0,0.0019168,0.0019168,0,0.0019168,0,OUTFALL 001,0,,,,,0,0,0,0,755371
80550FRNTR31375,FRONT RANGE ENERGY,110024579204,CO,325193,325,1319218307419,AMMONIA,7664417,N,2019,152,0,152,152,152,0,0,NA,0,,,,,0,0,0,0,152389
8002WRWLFL587E5,A R WILFLEY & SONS INC,110067046066,CO,333914,333,1319218049132,NICKEL,7440020,N,2019,0,0,0.36,0.36,0.36,0,0,NA,0,,,,,0,0,0,0,149674
8061WMLTCH1CHRI,MULTI-CHEM GROUP EATON CO FACILITY,110054825506,CO,424690,4246,1319218040982,XYLENE (MIXED ISOMERS),1330207,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,84970
80216WRGHT4245E,WRIGHT & MCGILL CO,110000467076,CO,339920,339,1319217768062,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,650002
80551KDKCLCOUNT,KODAK ALARIS COLORADO,110000467502,CO,325992,325,1319217874419,N-BUTYL ALCOHOL,71363,N,2019,"1,716",0,1716,1716,24,1692,0,NA,0,,,,,0,0,0,0,4739
80002NDLCH4711W,INDUSTRIAL CHEMICALS CORP,110000906495,CO,424690,4246,1319218207696,DICHLOROMETHANE,75092,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,5306
80301HSRCH5555A,AGILENT TECHNOLOGIES BOULDER CO,110014375853,CO,325412,325,1319218144463,ACETONITRILE,75058,N,2019,653,1.63,654.63,653,68.9,584.1,0,NA,0,,,,,0,0,0,0,5272
80019MSTRC23655,ELKAY WOOD PRODUCTS CO,110030489077,CO,337110,337,1319218278822,CERTAIN GLYCOL ETHERS,N230,N,2019,"7,165",0,7165,7165,1791,5374,0,NA,0,,,,,0,0,0,0,649541
8090WGGRGT3749N,AGGREGATE INDUSTRIES WCR INC CS-NORTH READY MIX PLANT,110001430853,CO,327320,327,1319218321127,LEAD COMPOUNDS,N420,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,650002
81001BFGDR50WIL,GOODRICH CARBON OPERATIONS,110041165093,CO,336413,336,1319218516666,XYLENE (MIXED ISOMERS),1330207,N,2019,"1,072",0,1072,1072,5,1067,0,NA,0,,,,,0,0,0,0,84970
80305NTNLN325BR,NATIONAL INSTITUTE OF STANDARD&TECHNOLOGY BOULDER,110002962072,CO,921190,999,1319218199521,MERCURY,7439976,N,2019,0,1.03,1.03,0,0,0,0,NA,0,,,,,0,0,0,0,149633
80601LLTCC1095S,INTERTAPE POLYMER GROUP BRIGHTON FACILITY,110000467511,CO,322220,322,1319218131961,TOLUENE,108883,N,2019,"19,977",5,19982,19977,5993,13984,0,NA,0,,,,,0,0,0,0,25452
80521WSTRN100MA,WESTERN FOUNDRIES INC,110000467405,CO,331511,331,1319218362352,DIISOCYANATES,N120,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,649715
8053WRCKRLSUTHH,ROCK & RAIL - HIGHWAY 34 FACILITY,,CO,327320,327,1319218213407,NITRATE COMPOUNDS,N511,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,649616
81001SMMTP13THE,SUMMIT PRESSED BRICK & TILE CO,110010291692,CO,327120,327,1319218017782,MANGANESE,7439965,N,2019,0,0,0,0,0,0,0,,,,,,,0,0,0,0,149625
8150WHLLBR3199D,HALLIBURTON GRAND JUNCTION FIELD CAMP,,CO,424690,4246,1319218041263,LEAD  and LEAD COMPOUNDS,N420,Y,2019,0,0,0.1,0.1,0,0.1,0,NA,0,,,,,0,0,0,0,650002
80911SCHLG3899H,SCHLAGE LOCK CO LLC,110000467753,CO,332813,332,1319217838251,NICKEL,7440020,N,2019,15,5,20,10,5,5,5,SEGMENT IN CANAL COARFO04 OF THE ARKANSAS RIVER BASIN,5,,,,,0,0,0,0,149674
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,110041086393,CO,221112,2211,1319218014583,COPPER COMPOUNDS,N100,N,2019,100,16400,16499.68,98.01,2.41,95.6,0.83,JOHNSON GULCH,0.83,,,,,0.84,0,0,0.84,649491
80401DLPHC12THF,MOLSON COORS USA LLC - GOLDEN BREWERY,110033145736,CO,312120,3121,1319217972835,OZONE,10028156,N,2019,"5,100",0,5100,5100,0,5100,0,NA,0,,,,,0,0,0,0,166678
81001BFGDR50WIL,GOODRICH CARBON OPERATIONS,110041165093,CO,336413,336,1319218516591,1 3-BUTADIENE,106990,N,2019,11,0,11,11,5,6,0,NA,0,,,,,0,0,0,0,24042
8090WRCKYM2725C,MARTIN MARIETTA - CAPITAL FACILITY,110001966141,CO,327320,327,1319218213623,POLYCYCLIC AROMATIC COMPOUNDS,N590,N,2019,1,0,0.9145,0.9145,0.5457,0.3688,0,NA,0,,,,,0,0,0,0,649749
81052CFMRC500EC,CF MAIER COMPOSITES INC,110000467879,CO,326199,326,1319217892999,METHANOL,67561,N,2019,542,0,542,542,542,0,0,NA,0,,,,,0,0,0,0,4283
80860CRPPL2755S,CRIPPLE CREEK & VICTOR GOLD MINING CO,110041971337,CO,212221,2122,1319218055743,COPPER COMPOUNDS,N100,N,2019,2,0,2,0,0,0,0,NA,0,,,,,2,0,2,0,649491
80204CLFRN49SAG,CALIFORNIA EXPANDED METALS CO,110022448270,CO,332114,332,1319217853365,LEAD,7439921,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,149583
8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),110001436928,CO,327390,327,1319218518076,COPPER,7440508,N,2019,0,0,0,0,0,0,0,NA,0,,,,,0,0,0,0,150086
80631WSTRN13021,LEPRINO FOODS CO - GREELEY,110000467557,CO,311513,311,1319217948330,PERACETIC ACID,79210,N,2019,10,0,10,10,5,5,0,NA,0,,,,,0,0,0,0,7682
8050WJMSMC29PEA,JM SMUCKER LLC,,CO,311412,311,1319218058648,AMMONIA,7664417,N,2019,1,0,1,1,1,0,0,NA,0,,,,,0,0,0,0,152389
