,REPORTING_YEAR,STATE_ABBR,TOTAL_ON_SITE_RELEASE,TOTAL_OFF_SITE_RELEASE,TOTAL_ON_OFF_SITE_RELEASE,AIR_TOTAL_RELEASE,WATER_TOTAL_RELEASE,LAND_TOTAL_RELEASE,OTH_LANDF_TOT_REL,SURF_IMP_TOT_REL,OTH_DISP_TOT_REL,OTHER_LAND_RELEASE,TOT_ALL_OTH_CATEGS,State,State_Abbr,Latitude,Longitude,tooltip_fld
290,1998,HI,2026357.0,102810.0,2129167.0,1985909.0,2060.0,38388.0,0.0,0.0,1404.0,1404.0,139794.0,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 2129167
͏
Total On: 2026357
͏
Total Off: 102810
͏
Total Land: 38388
͏
Total Water: 2060
͏
Total Air: 1985909"
291,1999,HI,1630843.0,50438.0,1681281.0,1584829.0,2781.0,43233.0,0.0,65.0,499.0,499.0,93107.0,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 1681281
͏
Total On: 1630843
͏
Total Off: 50438
͏
Total Land: 43233
͏
Total Water: 2781
͏
Total Air: 1584829"
292,2000,HI,1097432.2248775,214207.14211609997,1311639.3669936997,1057092.0548775,1223.5,39116.67,0.0,0.0,300.07,300.07,251185.74211609998,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 1311639
͏
Total On: 1097432
͏
Total Off: 214207
͏
Total Land: 39117
͏
Total Water: 1224
͏
Total Air: 1057092"
293,2001,HI,2950196.1423643,473603.2234944,3423799.3658587006,2379955.0423642998,343770.1,226471.00000000003,0.0,0.0,194032.41999999998,194032.41999999998,505455.8034944,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3423799
͏
Total On: 2950196
͏
Total Off: 473603
͏
Total Land: 226471
͏
Total Water: 343770
͏
Total Air: 2379955"
294,2002,HI,3180814.3625516,514883.0258271,3695697.3883787007,2495255.2625516006,454683.89999999997,230875.2,0.0,0.0,202051.0,202051.0,543698.6218271,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3695697
͏
Total On: 3180814
͏
Total Off: 514883
͏
Total Land: 230875
͏
Total Water: 454684
͏
Total Air: 2495255"
295,2003,HI,2747962.5471037994,419822.6367098,3167785.1838136003,2131958.5211038007,364067.09,251936.936,0.0,0.026,229585.80999999997,229585.80999999997,442176.7327098,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3167785
͏
Total On: 2747963
͏
Total Off: 419823
͏
Total Land: 251937
͏
Total Water: 364067
͏
Total Air: 2131959"
296,2004,HI,2889493.347683001,281268.29478630004,3170761.6424692003,2358755.1476829997,296417.43,234320.77,0.0,0.0,208348.71,208348.71,307026.95178630005,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3170762
͏
Total On: 2889493
͏
Total Off: 281268
͏
Total Land: 234321
͏
Total Water: 296417
͏
Total Air: 2358755"
297,2005,HI,2925433.2942111003,179935.29703830002,3105368.591249401,2310746.4142111,522217.28,92469.59999999999,0.0,0.0,77024.5,77024.5,225050.97203830007,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3105369
͏
Total On: 2925433
͏
Total Off: 179935
͏
Total Land: 92470
͏
Total Water: 522217
͏
Total Air: 2310746"
298,2006,HI,2790816.4952156004,230678.16199710002,3021494.6572127,2253129.7752156,358265.6,179421.12,0.0,0.0,157327.8,157327.8,279272.25199709996,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3021495
͏
Total On: 2790816
͏
Total Off: 230678
͏
Total Land: 179421
͏
Total Water: 358266
͏
Total Air: 2253130"
299,2007,HI,2859554.2812772007,156047.65493050008,3015601.936207602,2266924.9712772006,446948.03,145681.28,0.0,0.0,129650.99999999999,129650.99999999999,193187.95493050004,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3015602
͏
Total On: 2859554
͏
Total Off: 156048
͏
Total Land: 145681
͏
Total Water: 446948
͏
Total Air: 2266925"
300,2008,HI,3000373.3008662,245555.91595420006,3245929.2168203997,2277988.1808661995,549837.5,172547.62,0.0,0.0,155031.22999999998,155031.22999999998,282273.1459542,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3245929
͏
Total On: 3000373
͏
Total Off: 245556
͏
Total Land: 172548
͏
Total Water: 549838
͏
Total Air: 2277988"
301,2009,HI,2887096.0268085,343925.0221964,3231021.049004899,2512126.0568085,222963.34,152006.62999999998,0.0,0.0,142402.7,142402.7,368944.53219640005,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3231021
͏
Total On: 2887096
͏
Total Off: 343925
͏
Total Land: 152007
͏
Total Water: 222963
͏
Total Air: 2512126"
302,2010,HI,2647652.1918108,130259.0822698,2777911.2740806006,2021469.3498108,452358.9,173823.942,0.0,0.0,171221.2,171221.2,133994.5042698,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 2777911
͏
Total On: 2647652
͏
Total Off: 130259
͏
Total Land: 173824
͏
Total Water: 452359
͏
Total Air: 2021469"
303,2011,HI,2657376.0481557,214237.89817849995,2871613.9463341995,2120060.2991373995,409369.72,127946.0290183,0.0,0.0,124223.8,124223.8,218155.21319679997,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 2871614
͏
Total On: 2657376
͏
Total Off: 214238
͏
Total Land: 127946
͏
Total Water: 409370
͏
Total Air: 2120060"
304,2012,HI,2761766.2596566994,195525.54221730007,2957291.8018740998,2140557.0366567,435661.6,185547.62300000002,0.0,0.0,181039.2,181039.2,218940.11121730003,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 2957292
͏
Total On: 2761766
͏
Total Off: 195526
͏
Total Land: 185548
͏
Total Water: 435662
͏
Total Air: 2140557"
305,2013,HI,2652135.2196297,191213.85108120006,2843349.0707109007,1977060.9935297002,441571.69999999995,233502.5261,0.0,0.0,232260.5,232260.5,208506.87418120002,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 2843349
͏
Total On: 2652135
͏
Total Off: 191214
͏
Total Land: 233503
͏
Total Water: 441572
͏
Total Air: 1977061"
306,2014,HI,2764411.4963723,162140.7040395,2926552.2004119004,1821690.3456643003,534190.101608,408531.0491,0.0,0.0,401495.0,401495.0,185362.1906309,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 2926552
͏
Total On: 2764411
͏
Total Off: 162141
͏
Total Land: 408531
͏
Total Water: 534190
͏
Total Air: 1821690"
307,2015,HI,2662722.247198499,168582.87360910003,2831305.120807599,1810415.4352138003,621767.4102096,230539.40177509995,399.8,0.0,223794.1,223794.1,175159.9649812,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 2831305
͏
Total On: 2662722
͏
Total Off: 168583
͏
Total Land: 230539
͏
Total Water: 621767
͏
Total Air: 1810415"
308,2016,HI,2836187.648643,378965.95321330003,3215153.6018563006,2113718.8672197997,522258.00516510004,200210.77625809997,0.0,0.0,197012.1,197012.1,381386.93747129996,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3215154
͏
Total On: 2836188
͏
Total Off: 378966
͏
Total Land: 200211
͏
Total Water: 522258
͏
Total Air: 2113719"
309,2017,HI,2834912.0807253,227028.76620779998,3061940.8469331013,2001881.2549402,593620.2502418,239410.57554340002,0.0,88.6,237983.80000000002,237983.80000000002,228936.6807511,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 3061941
͏
Total On: 2834912
͏
Total Off: 227029
͏
Total Land: 239411
͏
Total Water: 593620
͏
Total Air: 2001881"
310,2018,HI,2739547.5804768996,222728.4327437,2962276.0132205985,1826598.2194408004,749918.5804356999,163030.78060040003,0.0,82.41000000000001,160651.80000000002,160651.80000000002,225106.30334410004,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 2962276
͏
Total On: 2739548
͏
Total Off: 222728
͏
Total Land: 163031
͏
Total Water: 749919
͏
Total Air: 1826598"
311,2019,HI,2677202.4808575995,234326.24819430005,2911528.7290518996,1786403.2756294,626494.5302171,264304.67501109996,0.0,0.8200000000000001,261757.6,261757.6,236812.6017054001,Hawaii,HI,21.094318,-157.498337,"Total On/Off Site: 2911529
͏
Total On: 2677202
͏
Total Off: 234326
͏
Total Land: 264305
͏
Total Water: 626495
͏
Total Air: 1786403"
312,1994,IA,48902881.0,2141034.0,51043915.0,35356610.0,865229.0,12681042.0,0.0,2092.0,11345038.0,12673341.0,11186521.0,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 51043915
͏
Total On: 48902881
͏
Total Off: 2141034
͏
Total Land: 12681042
͏
Total Water: 865229
͏
Total Air: 35356610"
313,1995,IA,36795642.0,3132012.0,39927654.0,31277110.0,4135256.0,1383276.0,0.0,2092.0,11180.0,1362747.0,12710339.0,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 39927654
͏
Total On: 36795642
͏
Total Off: 3132012
͏
Total Land: 1383276
͏
Total Water: 4135256
͏
Total Air: 31277110"
314,1996,IA,33448723.0,2671179.0,36119902.0,28740466.0,3159617.0,1548640.0,1435706.0,1492.0,8813.0,8813.0,27632166.0,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 36119902
͏
Total On: 33448723
͏
Total Off: 2671179
͏
Total Land: 1548640
͏
Total Water: 3159617
͏
Total Air: 28740466"
315,1997,IA,29488880.0,5497784.0,34986664.0,24693339.0,3054345.0,1741196.0,1653117.0,1628.0,16963.0,16963.0,14643748.0,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 34986664
͏
Total On: 29488880
͏
Total Off: 5497784
͏
Total Land: 1741196
͏
Total Water: 3054345
͏
Total Air: 24693339"
316,1998,IA,45687369.0,10369164.0,56056533.0,34957403.0,3709015.0,7020951.0,4023576.0,2363457.0,295103.0,295103.0,18876639.0,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 56056533
͏
Total On: 45687369
͏
Total Off: 10369164
͏
Total Land: 7020951
͏
Total Water: 3709015
͏
Total Air: 34957403"
317,1999,IA,44204120.0,11811100.0,56015220.0,32456958.0,4016679.0,7730483.0,5278228.0,1881146.0,172162.0,172162.0,19703867.0,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 56015220
͏
Total On: 44204120
͏
Total Off: 11811100
͏
Total Land: 7730483
͏
Total Water: 4016679
͏
Total Air: 32456958"
318,2000,IA,36639956.63341459,14951780.471364098,51591737.1047787,24585662.457126398,5643351.0,6410943.1762882,3312101.9062882,2669276.0999999996,22910.17,22910.17,22401915.8713641,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 51591737
͏
Total On: 36639957
͏
Total Off: 14951780
͏
Total Land: 6410943
͏
Total Water: 5643351
͏
Total Air: 24585662"
319,2001,IA,32849669.70778989,12196250.260871299,45045919.96866107,24150271.80940291,3176876.0050000004,5522521.893387001,2918337.1199999996,2569579.5248570004,13426.24853,13426.24853,20443540.4208713,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 45045920
͏
Total On: 32849670
͏
Total Off: 12196250
͏
Total Land: 5522522
͏
Total Water: 3176876
͏
Total Air: 24150272"
320,2002,IA,30709015.13180711,13579658.063292,44288673.1950991,22712884.80657111,3056411.8103549997,4939718.514881,2457438.958,2359903.026881,101626.52999999998,101626.52999999998,20724859.256672,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 44288673
͏
Total On: 30709015
͏
Total Off: 13579658
͏
Total Land: 4939719
͏
Total Water: 3056412
͏
Total Air: 22712885"
321,2003,IA,30054983.518948797,14190818.263800003,44245801.78274878,22178354.211251788,3274613.620287,4602015.68741,1889633.71,2672233.84741,39398.130000000005,39398.130000000005,21375418.303799998,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 44245802
͏
Total On: 30054984
͏
Total Off: 14190818
͏
Total Land: 4602016
͏
Total Water: 3274614
͏
Total Air: 22178354"
322,2004,IA,37013747.424311616,14896290.765324095,51910038.189635664,28861474.794531602,3612508.62248,4539764.007299999,1530688.5,2302486.8872999996,11609.119999999999,11609.119999999999,21909782.579924792,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 51910038
͏
Total On: 37013747
͏
Total Off: 14896291
͏
Total Land: 4539764
͏
Total Water: 3612509
͏
Total Air: 28861475"
323,2005,IA,33003443.301580377,14626163.757631399,47629607.059211805,25751477.021242686,2490036.9359377003,4761929.344400001,1690812.42,2383539.4677,5332.583199999999,5332.583199999999,22404609.442989703,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 47629607
͏
Total On: 33003443
͏
Total Off: 14626164
͏
Total Land: 4761929
͏
Total Water: 2490037
͏
Total Air: 25751477"
324,2006,IA,34251235.64965889,17755158.3855042,52006394.03516306,25950412.07525139,3443729.0268075005,4857094.547600001,1645907.73,2169149.4915,101194.0261,101194.0261,24170842.171623606,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 52006394
͏
Total On: 34251236
͏
Total Off: 17755158
͏
Total Land: 4857095
͏
Total Water: 3443729
͏
Total Air: 25950412"
325,2007,IA,34051402.963383414,17646601.821042705,51698004.78442614,24917424.216727,3448095.599802401,5685883.146854001,1976262.4400000004,2665302.880654,86241.3462,86241.3462,27054872.521192692,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 51698005
͏
Total On: 34051403
͏
Total Off: 17646602
͏
Total Land: 5685883
͏
Total Water: 3448096
͏
Total Air: 24917424"
326,2008,IA,34335376.24764951,16434842.766850598,50770219.01450012,21741478.49177311,4535043.4857904,8058854.270085999,5467925.26,1541377.204786,91123.98530000001,91123.98530000001,22224538.426990602,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 50770219
͏
Total On: 34335376
͏
Total Off: 16434843
͏
Total Land: 8058854
͏
Total Water: 4535043
͏
Total Air: 21741478"
327,2009,IA,30183616.8107156,13030872.884890696,43214489.69560626,18066200.929175597,5249234.717340001,6868181.164200001,5374989.529999999,457281.54420000006,98263.27,98263.27,19007403.316983406,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 43214490
͏
Total On: 30183617
͏
Total Off: 13030873
͏
Total Land: 6868181
͏
Total Water: 5249235
͏
Total Air: 18066201"
328,2010,IA,33081377.958541393,8357872.876615899,41439250.83515731,18224295.236731283,6212757.426410001,8644325.295400102,6800767.73,861325.2254000999,14967.45,14967.45,14249491.383610494,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 41439251
͏
Total On: 33081378
͏
Total Off: 8357873
͏
Total Land: 8644325
͏
Total Water: 6212757
͏
Total Air: 18224295"
329,2011,IA,31511419.66003669,8774974.592001596,40286394.252038285,19162556.57318749,5984182.6259492,6364680.460899999,5503392.399999999,831931.8798999999,17405.341000000004,17405.341000000004,13071621.351052005,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 40286394
͏
Total On: 31511420
͏
Total Off: 8774975
͏
Total Land: 6364680
͏
Total Water: 5984183
͏
Total Air: 19162557"
330,2012,IA,33078404.312597703,7677588.163369703,40755992.47596743,20519267.616347693,6830588.623449999,5728548.0728,5032042.01,648404.1768,17433.706000000002,17433.706000000002,11836049.753342403,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 40755992
͏
Total On: 33078404
͏
Total Off: 7677588
͏
Total Land: 5728548
͏
Total Water: 6830589
͏
Total Air: 20519268"
331,2013,IA,32932206.797683433,7261891.413123798,40194098.21080718,20248194.90379342,7082476.97972,5601534.91417,4848046.819999999,609956.57417,81910.51999999999,81910.51999999999,11088886.173129495,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 40194098
͏
Total On: 32932207
͏
Total Off: 7261891
͏
Total Land: 5601535
͏
Total Water: 7082477
͏
Total Air: 20248195"
332,2014,IA,28756783.116172593,7903693.170556401,36660476.28672889,18867112.89744261,4021385.916800002,5868284.301929998,4201403.9399999995,797169.0619300002,36315.77,36315.77,11864109.528221497,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 36660476
͏
Total On: 28756783
͏
Total Off: 7903693
͏
Total Land: 5868284
͏
Total Water: 4021386
͏
Total Air: 18867113"
333,2015,IA,31008570.9237257,7411345.9607888,38419916.88451441,19755305.224155683,4980592.858199998,6272672.84137,3472526.76,936330.4693700001,50846.86200000001,50846.86200000001,14145368.747281699,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 38419917
͏
Total On: 31008571
͏
Total Off: 7411346
͏
Total Land: 6272673
͏
Total Water: 4980593
͏
Total Air: 19755305"
334,2016,IA,23894474.406320713,7200133.92213459,31094608.328455336,15792232.581296405,4261402.7282243,3840839.0967999995,2731556.12,656918.3247999998,32949.542,32949.542,12802777.670652304,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 31094608
͏
Total On: 23894474
͏
Total Off: 7200134
͏
Total Land: 3840839
͏
Total Water: 4261403
͏
Total Air: 15792233"
335,2017,IA,27928451.899449408,7595444.4835861,35523896.383035526,17500311.8237494,6402623.448699999,4025516.627,2949741.6200000006,751085.325,41649.25199999999,41649.25199999999,13559171.105712702,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 35523896
͏
Total On: 27928452
͏
Total Off: 7595444
͏
Total Land: 4025517
͏
Total Water: 6402623
͏
Total Air: 17500312"
336,2018,IA,30773765.862536613,9697629.742107399,40471395.60464398,19267633.838806596,5592733.703729999,5913398.320000001,4689935.8,839770.3900000001,40143.64,40143.64,13439093.117953397,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 40471396
͏
Total On: 30773766
͏
Total Off: 9697630
͏
Total Land: 5913398
͏
Total Water: 5592734
͏
Total Air: 19267634"
337,2019,IA,30608574.332838118,9558369.553252699,40166943.8860908,21330903.283538107,5028399.298300001,4249271.750999999,3336613.93,639534.0000000001,40063.72099999999,40063.72099999999,12828454.505205104,Iowa,IA,42.011539,-93.210526,"Total On/Off Site: 40166944
͏
Total On: 30608574
͏
Total Off: 9558370
͏
Total Land: 4249272
͏
Total Water: 5028399
͏
Total Air: 21330903"
338,1994,ID,16206138.0,63916.0,16270054.0,4230928.0,113477.0,11861733.0,0.0,6340269.0,4638549.0,4925893.0,1382285.0,Idaho,ID,44.240459,-114.478828,"Total On/Off Site: 16270054
͏
Total On: 16206138
͏
Total Off: 63916
͏
Total Land: 11861733
͏
Total Water: 113477
͏
Total Air: 4230928"
339,1995,ID,16080381.0,41980.0,16122361.0,4700275.0,858251.0,10521855.0,0.0,6226391.0,3624517.0,3764282.0,1170061.0,Idaho,ID,44.240459,-114.478828,"Total On/Off Site: 16122361
͏
Total On: 16080381
͏
Total Off: 41980
͏
Total Land: 10521855
͏
Total Water: 858251
͏
Total Air: 4700275"
340,1996,ID,18300581.0,225286.0,18525867.0,4841197.0,1040513.0,12418871.0,263944.0,6904888.0,4840064.0,4840064.0,1238279.0,Idaho,ID,44.240459,-114.478828,"Total On/Off Site: 18525867
͏
Total On: 18300581
͏
Total Off: 225286
͏
Total Land: 12418871
͏
Total Water: 1040513
͏
Total Air: 4841197"
341,1997,ID,18407373.0,618914.0,19026287.0,5387349.0,1915830.0,11104194.0,602920.0,6211663.0,3786362.0,3786362.0,1752500.0,Idaho,ID,44.240459,-114.478828,"Total On/Off Site: 19026287
͏
Total On: 18407373
͏
Total Off: 618914
͏
Total Land: 11104194
͏
Total Water: 1915830
͏
Total Air: 5387349"
342,1998,ID,121329253.0,581927.0,121911180.0,6659951.0,6540057.0,108129245.0,216816.0,23328057.0,52604608.0,52604608.0,1740276.0,Idaho,ID,44.240459,-114.478828,"Total On/Off Site: 121911180
͏
Total On: 121329253
͏
Total Off: 581927
͏
Total Land: 108129245
͏
Total Water: 6540057
͏
Total Air: 6659951"
343,1999,ID,86837753.0,504927.0,87342680.0,6500756.0,9139528.0,71197469.0,227851.0,22973160.0,23594442.0,23594442.0,1705719.0,Idaho,ID,44.240459,-114.478828,"Total On/Off Site: 87342680
͏
Total On: 86837753
͏
Total Off: 504927
͏
Total Land: 71197469
͏
Total Water: 9139528
͏
Total Air: 6500756"
344,2000,ID,95902800.74096718,501250.03875370004,96404050.77972089,5646753.371412,6221086.8113258,84034960.55822961,397410.95796190004,20796300.0,27034742.0,27034742.0,1839772.6087346,Idaho,ID,44.240459,-114.478828,"Total On/Off Site: 96404051
͏
Total On: 95902801
͏
Total Off: 501250
͏
Total Land: 84034961
͏
Total Water: 6221087
͏
Total Air: 5646753"
345,2001,ID,74009937.89954789,1400150.3145873,75410088.2141352,5080617.996976597,5821146.3892114,63108173.51335989,807140.382468,12744886.6406463,15456070.9,15456070.9,3028357.9588329005,Idaho,ID,44.240459,-114.478828,"Total On/Off Site: 75410088
͏
Total On: 74009938
͏
Total Off: 1400150
͏
Total Land: 63108174
͏
Total Water: 5821146
͏
Total Air: 5080618"
346,2002,ID,63026155.537175715,731939.439588,63758094.976763494,4364922.629567601,5350565.1400642,53310667.767544,338161.67331869993,10372819.02,12559390.594,12559390.594,3302762.5680112992,Idaho,ID,44.240459,-114.478828,"Total On/Off Site: 63758095
͏
Total On: 63026156
͏
Total Off: 731939
͏
Total Land: 53310668
͏
Total Water: 5350565
͏
Total Air: 4364923"
