,REPORTING_YEAR,STATE_ABBR,TOTAL_ON_SITE_RELEASE,TOTAL_OFF_SITE_RELEASE,TOTAL_ON_OFF_SITE_RELEASE,AIR_TOTAL_RELEASE,WATER_TOTAL_RELEASE,LAND_TOTAL_RELEASE,OTH_LANDF_TOT_REL,SURF_IMP_TOT_REL,OTH_DISP_TOT_REL,OTHER_LAND_RELEASE,TOT_ALL_OTH_CATEGS,State,State_Abbr,Latitude,Longitude
235,1995,FL,79610979.0,3177283.0,82788262.0,32931193.0,1483499.0,45196287.0,0.0,8526891.0,15949257.0,15965799.0,28920693.0,Florida,FL,27.766279,-81.686783
236,1996,FL,79421019.0,10284795.0,89705814.0,32554651.0,1612816.0,45253552.0,173622.0,7920360.0,12059522.0,12059522.0,40250936.0,Florida,FL,27.766279,-81.686783
237,1997,FL,89982637.6,7352977.0,97335614.6,32971735.5,8736504.0,48274398.1,112059.1,6844702.0,12179513.0,12179513.0,43237819.0,Florida,FL,27.766279,-81.686783
238,1998,FL,153988298.0,5129804.5,159118102.5,91177670.7,2148190.0,60662437.3,5989711.3,11442697.0,13418417.0,13418417.0,40327197.5,Florida,FL,27.766279,-81.686783
239,1999,FL,141815311.9,5502620.0,147317931.9,94066799.0,2329496.0,45419016.9,5379887.9,4362586.0,77363.0,77363.0,47052522.0,Florida,FL,27.766279,-81.686783
240,2000,FL,139890669.7841923,4858525.6523863,144749195.43657863,88446093.97274034,1801976.2797503,49642599.5317018,6965674.150102001,4780732.0824099,133901.47999999998,133901.47999999998,48599942.69455309,Florida,FL,27.766279,-81.686783
241,2001,FL,127240452.53707938,3698503.210337201,130938955.74741659,85410914.81332582,1822272.2411399998,40007265.482613616,4564516.4945648005,10144555.0237092,289812.0601499999,289812.0601499999,35180967.04558949,Florida,FL,27.766279,-81.686783
242,2002,FL,136250775.31447053,2997801.7169952006,139248577.03146565,81952239.78992416,2319552.3016041005,51978983.2229425,9317848.6917799,9207897.277583603,297631.6552000001,297631.6552000001,39916736.83317853,Florida,FL,27.766279,-81.686783
243,2003,FL,123567673.62150203,3525792.1212403,127093465.7427423,77571299.28786208,2519789.6311651003,43476584.7024751,10449715.891296502,9562241.266177598,381073.6037,381073.6037,30270280.1619913,Florida,FL,27.766279,-81.686783
244,2004,FL,119199387.71339019,4861521.760872699,124060909.4742628,72270183.04692885,2138589.0302709998,44790615.63619039,17514651.9968852,804250.8133005002,560804.4426090999,560804.4426090999,34146225.9676827,Florida,FL,27.766279,-81.686783
245,2005,FL,126853668.0483645,4132914.048072998,130986582.09643744,68917484.75821267,2380219.4769880995,55555963.813163705,18306434.456019,813281.5922937,624932.16,624932.16,42966731.5839383,Florida,FL,27.766279,-81.686783
246,2006,FL,116349019.94121467,3140339.9400357003,119489359.88125041,55778717.421090506,1418622.4357192002,59151680.0844048,18784147.968835097,699326.7062738999,889649.5500348,889649.5500348,46118307.73035508,Florida,FL,27.766279,-81.686783
247,2007,FL,113609147.15336236,7269181.008869799,120878328.16223215,61437390.57192852,1176739.8736949998,50995016.70773882,21783365.639440205,497642.97280160006,907147.5480000001,907147.5480000001,36086901.47142518,Florida,FL,27.766279,-81.686783
248,2008,FL,74684890.67363985,4231178.8596058,78916069.53324556,46822998.99355209,1388225.3474396004,26473666.332648396,6294398.1328677,591617.1001426999,404819.06169999996,404819.06169999996,28372787.756580323,Florida,FL,27.766279,-81.686783
249,2009,FL,80815188.77209492,4544824.476811999,85360013.24890688,53013595.65240768,1574222.9790734001,26227370.140613806,6884921.779956298,803763.2266995002,367183.85360000003,367183.85360000003,27836742.70614019,Florida,FL,27.766279,-81.686783
250,2010,FL,76509378.1730587,4955768.806561296,81465146.97961992,33715927.201630704,1737010.7625545003,41056440.20887352,7351666.447250599,439397.68743729993,396529.26060000004,396529.26060000004,42785155.91701362,Florida,FL,27.766279,-81.686783
251,2011,FL,70767264.93185002,3274476.463289799,74041741.39513984,28695904.761176188,1544991.4126118,40526368.758062296,6603030.095581098,340404.97596089984,363661.6032,363661.6032,41472403.73770909,Florida,FL,27.766279,-81.686783
252,2012,FL,60432891.44459242,2860445.874135001,63293337.31872739,25193165.156798117,1492864.0546948004,33746862.23309949,4866631.5453939,206872.93783070002,278652.5062,278652.5062,34273810.41468292,Florida,FL,27.766279,-81.686783
253,2013,FL,63247648.77222042,4119194.4971569018,67366843.2693773,25503108.56902478,1395429.6547461995,36349110.54844952,4796841.488627699,206628.6470136,313611.18319999997,313611.18319999997,36926845.4069348,Florida,FL,27.766279,-81.686783
254,2014,FL,59942658.404374264,5446808.5134885935,65389466.91786289,25410736.96211779,1667140.9833651003,32864780.458891504,5007454.873391501,407206.57519269997,335292.6376,335292.6376,34232387.55212601,Florida,FL,27.766279,-81.686783
255,2015,FL,56200436.46537462,5273089.106718597,61473525.572093025,21797332.950427216,1666639.443657,32736464.071290515,5124358.8777458,153056.10701110007,619692.7731999998,619692.7731999998,34589372.510378584,Florida,FL,27.766279,-81.686783
256,2016,FL,57700989.89755698,6151150.927045497,63852140.824602515,19128314.587391503,1589377.3418989,36983297.96826669,3680045.9166131993,90293.49169170002,674941.8212,674941.8212,41310292.52262814,Florida,FL,27.766279,-81.686783
257,2017,FL,55322462.02920731,4096277.756515101,59418739.785722405,19110267.512981195,1518116.7465465004,34694077.769679494,4021868.3254294996,66846.6554387,600855.9180000001,600855.9180000001,37010626.3654472,Florida,FL,27.766279,-81.686783
258,2018,FL,57898006.393724635,3871280.2461333005,61769286.639857836,18342526.46699139,1149009.5074278,38406470.41930532,4434969.4217025,32052.538300000004,560809.1165,560809.1165,37932705.92711284,Florida,FL,27.766279,-81.686783
259,2019,FL,50942747.037145995,2659987.8466227995,53602734.88376859,16486222.335649587,1158021.6087543005,33298503.092742007,4819462.9943605,289571.0489999999,380728.77729999996,380728.77729999996,31216502.724038012,Florida,FL,27.766279,-81.686783
260,1994,GA,56130480.0,4758785.0,60889265.0,51591453.0,3000999.0,1538028.0,0.0,1317809.0,606.0,139520.0,6387665.0,Georgia,GA,33.040619,-83.643074
261,1995,GA,58379959.0,5412844.0,63792803.0,49165081.0,7595112.0,1619766.0,0.0,956872.0,42522.0,578994.0,8411149.0,Georgia,GA,33.040619,-83.643074
262,1996,GA,59442445.0,5834831.0,65277276.0,49012280.0,7941284.0,2488881.0,757931.0,935150.0,52501.0,52501.0,9671486.0,Georgia,GA,33.040619,-83.643074
263,1997,GA,63762113.0,14228232.0,77990345.0,50384257.0,9551760.0,3826096.0,986568.0,2404615.0,108590.0,108590.0,18424953.0,Georgia,GA,33.040619,-83.643074
264,1998,GA,118377964.0,10313128.0,128691092.0,95737615.0,8681627.0,13958722.0,948812.0,12332547.0,154053.0,154053.0,14781106.0,Georgia,GA,33.040619,-83.643074
265,1999,GA,127090307.0,9376106.0,136466413.0,104304718.0,8997468.0,13788121.0,503164.0,12755738.0,196598.0,196598.0,13714519.0,Georgia,GA,33.040619,-83.643074
266,2000,GA,121253591.34710932,8364309.533070999,129617900.88018054,96412062.96966136,8854487.483553302,15987040.893894598,1989547.1286337,13536077.7621743,106346.0030866,106346.0030866,12786509.433152096,Georgia,GA,33.040619,-83.643074
267,2001,GA,114429114.63625604,3452968.7205171,117882083.35677315,92276619.2579896,8426920.450845003,13725574.9274215,1914303.0599504996,11185595.7401978,437395.61757319997,437395.61757319997,7935265.080371599,Georgia,GA,33.040619,-83.643074
268,2002,GA,127105781.71343291,3900121.0087258006,131005902.72215877,103600156.55865096,10508790.521747995,12996834.6330341,436759.6605748001,11961135.105969502,369840.1253857999,369840.1253857999,8071456.129991501,Georgia,GA,33.040619,-83.643074
269,2003,GA,129506972.70110631,2615000.4855486,132121973.186655,104518899.30813074,9582472.5808417,15405600.8121339,522944.2914242,13702839.934859002,748426.9414105001,748426.9414105001,6171676.7901332,Georgia,GA,33.040619,-83.643074
270,2004,GA,119340927.89276725,2878932.9243132966,122219860.8170805,90714790.6762026,9751803.114518601,18874334.102046106,730775.6082353997,17255675.8116438,427675.8017068999,427675.8017068999,5268936.168318302,Georgia,GA,33.040619,-83.643074
271,2005,GA,129464276.6187559,3630476.176333502,133094752.7950894,99333666.93973373,9858139.746360598,20272469.932661403,2344098.9341589,17139478.819528393,599244.6713261,599244.6713261,5564346.513097697,Georgia,GA,33.040619,-83.643074
272,2006,GA,129839973.03594162,3753763.1436214997,133593736.17956328,98557707.2231949,12592555.35355,18689710.459196497,2427798.9064232004,14828224.668535898,1156825.7512373999,1156825.7512373999,6563901.451716695,Georgia,GA,33.040619,-83.643074
273,2007,GA,118453574.3921137,3165645.243364999,121619219.63547844,85150513.59485728,13207012.0806252,20096048.716631196,2152875.6158475997,16621710.5307296,1082252.410054,1082252.410054,7381947.8412182,Georgia,GA,33.040619,-83.643074
274,2008,GA,105979371.42564905,2524652.7172725005,108504024.14292169,72467001.96930407,13786900.603092996,19725468.8532521,1596394.0792825003,16873832.885869496,927608.1980999999,927608.1980999999,7503908.264282999,Georgia,GA,33.040619,-83.643074
275,2009,GA,79674624.038623,2061368.4620803,81735992.50070354,51152453.592719495,12780860.469007403,15741309.976896403,1184412.1326049,13001637.4562932,1128483.7709983,1128483.7709983,5839081.5470881015,Georgia,GA,33.040619,-83.643074
276,2010,GA,78281090.64555748,2546052.0141225993,80827142.65968014,46336121.55878947,14358304.540383201,17586664.5463851,1759904.4066210003,14462006.222106703,999411.3186573,999411.3186573,4622120.3924086,Georgia,GA,33.040619,-83.643074
277,2011,GA,71000649.37200432,3333393.317907597,74334042.68991193,43066872.5677048,13575078.973083703,14358697.831216002,813205.059029,11996653.215321701,736710.2518653,736710.2518653,5325995.569904099,Georgia,GA,33.040619,-83.643074
278,2012,GA,64938942.19243852,3334465.9753481005,68273408.16778643,42507891.56125318,11749841.736644603,10681208.894540602,1016030.7790458001,8712003.337687902,554776.8438069001,554776.8438069001,5694544.223957398,Georgia,GA,33.040619,-83.643074
279,2013,GA,68232434.49135089,3024798.031836601,71257232.52318732,43962371.40572689,14384203.989242196,9885859.096382,932529.5114222999,7934264.442462198,595344.3904974,595344.3904974,5525152.7068517,Georgia,GA,33.040619,-83.643074
280,2014,GA,65753076.895865515,3405582.114138601,69158659.01000392,40543887.23742125,16098094.267313896,9111095.391130498,1253852.3268002002,6530313.455343999,822600.0281027999,822600.0281027999,5372405.214900199,Georgia,GA,33.040619,-83.643074
281,2015,GA,56911141.89625327,3704864.3069725004,60616006.20322572,36162136.438271806,13871311.409693297,6877694.0482888995,1903405.5480790997,3815451.5267419,742870.6965842,742870.6965842,5101035.753252399,Georgia,GA,33.040619,-83.643074
282,2016,GA,50570103.2454835,3728574.4115238017,54298677.65700708,34243058.10037658,9943446.728946798,6383598.4161602,1869540.7618652997,3398392.0089862007,746791.0684252,746791.0684252,5502590.008662097,Georgia,GA,33.040619,-83.643074
283,2017,GA,44934638.26244629,3653103.526829799,48587741.78927621,31700935.85854739,7317137.2172031,5916565.186695801,1953346.8375919997,2458437.7317788997,993384.0571593,993384.0571593,5884955.9405052,Georgia,GA,33.040619,-83.643074
284,2018,GA,46413722.59449652,4536053.388341296,50949775.982837886,32597450.95011729,7480339.7557101995,6335931.888668903,1865963.9797703994,3181588.8216576003,884416.9750732001,884416.9750732001,6429336.121926795,Georgia,GA,33.040619,-83.643074
285,2019,GA,45191506.948872656,4719073.710649996,49910580.65952274,32461342.175153118,6025221.005135598,6704943.7685839,2285278.6830147,1302188.6223322,2800501.6852803,2800501.6852803,6110870.773574701,Georgia,GA,33.040619,-83.643074
286,1994,HI,588489.0,17371.0,605860.0,525518.0,2300.0,60671.0,0.0,0.0,255.0,255.0,81957.0,Hawaii,HI,21.094318,-157.498337
287,1995,HI,492923.0,163769.0,656692.0,464562.0,3510.0,24851.0,0.0,0.0,250.0,250.0,188040.0,Hawaii,HI,21.094318,-157.498337
288,1996,HI,536272.0,3995.0,540267.0,496508.0,3265.0,36499.0,2255.0,0.0,250.0,250.0,37204.0,Hawaii,HI,21.094318,-157.498337
289,1997,HI,444040.0,8365.0,452405.0,409983.0,2119.0,31938.0,0.0,0.0,250.0,250.0,40053.0,Hawaii,HI,21.094318,-157.498337
290,1998,HI,2026357.0,102810.0,2129167.0,1985909.0,2060.0,38388.0,0.0,0.0,1404.0,1404.0,139794.0,Hawaii,HI,21.094318,-157.498337
291,1999,HI,1630843.0,50438.0,1681281.0,1584829.0,2781.0,43233.0,0.0,65.0,499.0,499.0,93107.0,Hawaii,HI,21.094318,-157.498337
292,2000,HI,1097432.2248775,214207.14211609997,1311639.3669936997,1057092.0548775,1223.5,39116.67,0.0,0.0,300.07,300.07,251185.74211609998,Hawaii,HI,21.094318,-157.498337
293,2001,HI,2950196.1423643,473603.2234944,3423799.3658587006,2379955.0423642998,343770.1,226471.00000000003,0.0,0.0,194032.41999999998,194032.41999999998,505455.8034944,Hawaii,HI,21.094318,-157.498337
294,2002,HI,3180814.3625516,514883.0258271,3695697.3883787007,2495255.2625516006,454683.89999999997,230875.2,0.0,0.0,202051.0,202051.0,543698.6218271,Hawaii,HI,21.094318,-157.498337
295,2003,HI,2747962.5471037994,419822.6367098,3167785.1838136003,2131958.5211038007,364067.09,251936.936,0.0,0.026,229585.80999999997,229585.80999999997,442176.7327098,Hawaii,HI,21.094318,-157.498337
296,2004,HI,2889493.347683001,281268.29478630004,3170761.6424692003,2358755.1476829997,296417.43,234320.77,0.0,0.0,208348.71,208348.71,307026.95178630005,Hawaii,HI,21.094318,-157.498337
297,2005,HI,2925433.2942111003,179935.29703830002,3105368.591249401,2310746.4142111,522217.28,92469.59999999999,0.0,0.0,77024.5,77024.5,225050.97203830007,Hawaii,HI,21.094318,-157.498337
298,2006,HI,2790816.4952156004,230678.16199710002,3021494.6572127,2253129.7752156,358265.6,179421.12,0.0,0.0,157327.8,157327.8,279272.25199709996,Hawaii,HI,21.094318,-157.498337
299,2007,HI,2859554.2812772007,156047.65493050008,3015601.936207602,2266924.9712772006,446948.03,145681.28,0.0,0.0,129650.99999999999,129650.99999999999,193187.95493050004,Hawaii,HI,21.094318,-157.498337
300,2008,HI,3000373.3008662,245555.91595420006,3245929.2168203997,2277988.1808661995,549837.5,172547.62,0.0,0.0,155031.22999999998,155031.22999999998,282273.1459542,Hawaii,HI,21.094318,-157.498337
301,2009,HI,2887096.0268085,343925.0221964,3231021.049004899,2512126.0568085,222963.34,152006.62999999998,0.0,0.0,142402.7,142402.7,368944.53219640005,Hawaii,HI,21.094318,-157.498337
302,2010,HI,2647652.1918108,130259.0822698,2777911.2740806006,2021469.3498108,452358.9,173823.942,0.0,0.0,171221.2,171221.2,133994.5042698,Hawaii,HI,21.094318,-157.498337
303,2011,HI,2657376.0481557,214237.89817849995,2871613.9463341995,2120060.2991373995,409369.72,127946.0290183,0.0,0.0,124223.8,124223.8,218155.21319679997,Hawaii,HI,21.094318,-157.498337
304,2012,HI,2761766.2596566994,195525.54221730007,2957291.8018740998,2140557.0366567,435661.6,185547.62300000002,0.0,0.0,181039.2,181039.2,218940.11121730003,Hawaii,HI,21.094318,-157.498337
305,2013,HI,2652135.2196297,191213.85108120006,2843349.0707109007,1977060.9935297002,441571.69999999995,233502.5261,0.0,0.0,232260.5,232260.5,208506.87418120002,Hawaii,HI,21.094318,-157.498337
306,2014,HI,2764411.4963723,162140.7040395,2926552.2004119004,1821690.3456643003,534190.101608,408531.0491,0.0,0.0,401495.0,401495.0,185362.1906309,Hawaii,HI,21.094318,-157.498337
307,2015,HI,2662722.247198499,168582.87360910003,2831305.120807599,1810415.4352138003,621767.4102096,230539.40177509995,399.8,0.0,223794.1,223794.1,175159.9649812,Hawaii,HI,21.094318,-157.498337
308,2016,HI,2836187.648643,378965.95321330003,3215153.6018563006,2113718.8672197997,522258.00516510004,200210.77625809997,0.0,0.0,197012.1,197012.1,381386.93747129996,Hawaii,HI,21.094318,-157.498337
309,2017,HI,2834912.0807253,227028.76620779998,3061940.8469331013,2001881.2549402,593620.2502418,239410.57554340002,0.0,88.6,237983.80000000002,237983.80000000002,228936.6807511,Hawaii,HI,21.094318,-157.498337
310,2018,HI,2739547.5804768996,222728.4327437,2962276.0132205985,1826598.2194408004,749918.5804356999,163030.78060040003,0.0,82.41000000000001,160651.80000000002,160651.80000000002,225106.30334410004,Hawaii,HI,21.094318,-157.498337
311,2019,HI,2677202.4808575995,234326.24819430005,2911528.7290518996,1786403.2756294,626494.5302171,264304.67501109996,0.0,0.8200000000000001,261757.6,261757.6,236812.6017054001,Hawaii,HI,21.094318,-157.498337
312,1994,IA,48902881.0,2141034.0,51043915.0,35356610.0,865229.0,12681042.0,0.0,2092.0,11345038.0,12673341.0,11186521.0,Iowa,IA,42.011539,-93.210526
313,1995,IA,36795642.0,3132012.0,39927654.0,31277110.0,4135256.0,1383276.0,0.0,2092.0,11180.0,1362747.0,12710339.0,Iowa,IA,42.011539,-93.210526
314,1996,IA,33448723.0,2671179.0,36119902.0,28740466.0,3159617.0,1548640.0,1435706.0,1492.0,8813.0,8813.0,27632166.0,Iowa,IA,42.011539,-93.210526
315,1997,IA,29488880.0,5497784.0,34986664.0,24693339.0,3054345.0,1741196.0,1653117.0,1628.0,16963.0,16963.0,14643748.0,Iowa,IA,42.011539,-93.210526
316,1998,IA,45687369.0,10369164.0,56056533.0,34957403.0,3709015.0,7020951.0,4023576.0,2363457.0,295103.0,295103.0,18876639.0,Iowa,IA,42.011539,-93.210526
317,1999,IA,44204120.0,11811100.0,56015220.0,32456958.0,4016679.0,7730483.0,5278228.0,1881146.0,172162.0,172162.0,19703867.0,Iowa,IA,42.011539,-93.210526
318,2000,IA,36639956.63341459,14951780.471364098,51591737.1047787,24585662.457126398,5643351.0,6410943.1762882,3312101.9062882,2669276.0999999996,22910.17,22910.17,22401915.8713641,Iowa,IA,42.011539,-93.210526
319,2001,IA,32849669.70778989,12196250.260871299,45045919.96866107,24150271.80940291,3176876.0050000004,5522521.893387001,2918337.1199999996,2569579.5248570004,13426.24853,13426.24853,20443540.4208713,Iowa,IA,42.011539,-93.210526
320,2002,IA,30709015.13180711,13579658.063292,44288673.1950991,22712884.80657111,3056411.8103549997,4939718.514881,2457438.958,2359903.026881,101626.52999999998,101626.52999999998,20724859.256672,Iowa,IA,42.011539,-93.210526
321,2003,IA,30054983.518948797,14190818.263800003,44245801.78274878,22178354.211251788,3274613.620287,4602015.68741,1889633.71,2672233.84741,39398.130000000005,39398.130000000005,21375418.303799998,Iowa,IA,42.011539,-93.210526
322,2004,IA,37013747.424311616,14896290.765324095,51910038.189635664,28861474.794531602,3612508.62248,4539764.007299999,1530688.5,2302486.8872999996,11609.119999999999,11609.119999999999,21909782.579924792,Iowa,IA,42.011539,-93.210526
323,2005,IA,33003443.301580377,14626163.757631399,47629607.059211805,25751477.021242686,2490036.9359377003,4761929.344400001,1690812.42,2383539.4677,5332.583199999999,5332.583199999999,22404609.442989703,Iowa,IA,42.011539,-93.210526
324,2006,IA,34251235.64965889,17755158.3855042,52006394.03516306,25950412.07525139,3443729.0268075005,4857094.547600001,1645907.73,2169149.4915,101194.0261,101194.0261,24170842.171623606,Iowa,IA,42.011539,-93.210526
325,2007,IA,34051402.963383414,17646601.821042705,51698004.78442614,24917424.216727,3448095.599802401,5685883.146854001,1976262.4400000004,2665302.880654,86241.3462,86241.3462,27054872.521192692,Iowa,IA,42.011539,-93.210526
326,2008,IA,34335376.24764951,16434842.766850598,50770219.01450012,21741478.49177311,4535043.4857904,8058854.270085999,5467925.26,1541377.204786,91123.98530000001,91123.98530000001,22224538.426990602,Iowa,IA,42.011539,-93.210526
327,2009,IA,30183616.8107156,13030872.884890696,43214489.69560626,18066200.929175597,5249234.717340001,6868181.164200001,5374989.529999999,457281.54420000006,98263.27,98263.27,19007403.316983406,Iowa,IA,42.011539,-93.210526
328,2010,IA,33081377.958541393,8357872.876615899,41439250.83515731,18224295.236731283,6212757.426410001,8644325.295400102,6800767.73,861325.2254000999,14967.45,14967.45,14249491.383610494,Iowa,IA,42.011539,-93.210526
329,2011,IA,31511419.66003669,8774974.592001596,40286394.252038285,19162556.57318749,5984182.6259492,6364680.460899999,5503392.399999999,831931.8798999999,17405.341000000004,17405.341000000004,13071621.351052005,Iowa,IA,42.011539,-93.210526
330,2012,IA,33078404.312597703,7677588.163369703,40755992.47596743,20519267.616347693,6830588.623449999,5728548.0728,5032042.01,648404.1768,17433.706000000002,17433.706000000002,11836049.753342403,Iowa,IA,42.011539,-93.210526
331,2013,IA,32932206.797683433,7261891.413123798,40194098.21080718,20248194.90379342,7082476.97972,5601534.91417,4848046.819999999,609956.57417,81910.51999999999,81910.51999999999,11088886.173129495,Iowa,IA,42.011539,-93.210526
332,2014,IA,28756783.116172593,7903693.170556401,36660476.28672889,18867112.89744261,4021385.916800002,5868284.301929998,4201403.9399999995,797169.0619300002,36315.77,36315.77,11864109.528221497,Iowa,IA,42.011539,-93.210526
333,2015,IA,31008570.9237257,7411345.9607888,38419916.88451441,19755305.224155683,4980592.858199998,6272672.84137,3472526.76,936330.4693700001,50846.86200000001,50846.86200000001,14145368.747281699,Iowa,IA,42.011539,-93.210526
334,2016,IA,23894474.406320713,7200133.92213459,31094608.328455336,15792232.581296405,4261402.7282243,3840839.0967999995,2731556.12,656918.3247999998,32949.542,32949.542,12802777.670652304,Iowa,IA,42.011539,-93.210526
335,2017,IA,27928451.899449408,7595444.4835861,35523896.383035526,17500311.8237494,6402623.448699999,4025516.627,2949741.6200000006,751085.325,41649.25199999999,41649.25199999999,13559171.105712702,Iowa,IA,42.011539,-93.210526
336,2018,IA,30773765.862536613,9697629.742107399,40471395.60464398,19267633.838806596,5592733.703729999,5913398.320000001,4689935.8,839770.3900000001,40143.64,40143.64,13439093.117953397,Iowa,IA,42.011539,-93.210526
337,2019,IA,30608574.332838118,9558369.553252699,40166943.8860908,21330903.283538107,5028399.298300001,4249271.750999999,3336613.93,639534.0000000001,40063.72099999999,40063.72099999999,12828454.505205104,Iowa,IA,42.011539,-93.210526
338,1994,ID,16206138.0,63916.0,16270054.0,4230928.0,113477.0,11861733.0,0.0,6340269.0,4638549.0,4925893.0,1382285.0,Idaho,ID,44.240459,-114.478828
339,1995,ID,16080381.0,41980.0,16122361.0,4700275.0,858251.0,10521855.0,0.0,6226391.0,3624517.0,3764282.0,1170061.0,Idaho,ID,44.240459,-114.478828
340,1996,ID,18300581.0,225286.0,18525867.0,4841197.0,1040513.0,12418871.0,263944.0,6904888.0,4840064.0,4840064.0,1238279.0,Idaho,ID,44.240459,-114.478828
341,1997,ID,18407373.0,618914.0,19026287.0,5387349.0,1915830.0,11104194.0,602920.0,6211663.0,3786362.0,3786362.0,1752500.0,Idaho,ID,44.240459,-114.478828
342,1998,ID,121329253.0,581927.0,121911180.0,6659951.0,6540057.0,108129245.0,216816.0,23328057.0,52604608.0,52604608.0,1740276.0,Idaho,ID,44.240459,-114.478828
343,1999,ID,86837753.0,504927.0,87342680.0,6500756.0,9139528.0,71197469.0,227851.0,22973160.0,23594442.0,23594442.0,1705719.0,Idaho,ID,44.240459,-114.478828
344,2000,ID,95902800.74096718,501250.03875370004,96404050.77972089,5646753.371412,6221086.8113258,84034960.55822961,397410.95796190004,20796300.0,27034742.0,27034742.0,1839772.6087346,Idaho,ID,44.240459,-114.478828
345,2001,ID,74009937.89954789,1400150.3145873,75410088.2141352,5080617.996976597,5821146.3892114,63108173.51335989,807140.382468,12744886.6406463,15456070.9,15456070.9,3028357.9588329005,Idaho,ID,44.240459,-114.478828
346,2002,ID,63026155.537175715,731939.439588,63758094.976763494,4364922.629567601,5350565.1400642,53310667.767544,338161.67331869993,10372819.02,12559390.594,12559390.594,3302762.5680112992,Idaho,ID,44.240459,-114.478828
347,2003,ID,61884630.313350625,907762.7209807,62792393.03433132,4230539.633883001,4641966.8392233,53012123.8402443,44013.71000929999,8873142.690000001,12900520.4,12900520.4,3146973.7152156997,Idaho,ID,44.240459,-114.478828
348,2004,ID,63285211.00299558,1847540.9152064996,65132751.91820207,4505930.3025364,2960418.9592178,55818861.74124151,49945.1000084,11281739.12,12335708.580999998,12335708.580999998,4377535.1954396,Idaho,ID,44.240459,-114.478828
349,2005,ID,63574076.194711,1974213.2946285,65548289.489339605,4229921.4721873,2592858.0409735,56751296.68155018,419062.27670790005,12234126.166255303,11003612.64394,11003612.64394,4463599.927775499,Idaho,ID,44.240459,-114.478828
350,2006,ID,65080966.79319129,1593882.0752377997,66674848.8684291,4022262.281096299,3487448.7021002,57571255.809994794,117739.38905760001,12369793.200443,12354272.756708,12354272.756708,4547583.509024001,Idaho,ID,44.240459,-114.478828
351,2007,ID,73693889.08535036,1448723.0462193,75142612.13156967,4098809.226613798,3185716.1119704,66409363.74676621,91602.43258709999,16041449.495000001,17577418.898999996,17577418.898999996,4809197.826398401,Idaho,ID,44.240459,-114.478828
352,2008,ID,68271813.16281563,1275296.5053015996,69547109.66811723,3735394.4859479982,2766292.8759726,61770125.80089489,290966.8657187,18622720.885,18798307.35,18798307.35,6499614.5640778,Idaho,ID,44.240459,-114.478828
353,2009,ID,55184001.73091602,2634742.2482897006,57818743.97920571,3184772.5258699995,2460124.137882,49539105.0671639,180529.733537,17186570.4572,20034931.006,20034931.006,8122570.738116597,Idaho,ID,44.240459,-114.478828
354,2010,ID,54722518.30529142,1804095.5400893996,56526613.845380805,3850221.793822001,2502015.9729701993,48370280.53849921,118248.4534355,14501410.75488,23077885.200000003,23077885.200000003,6232204.451273099,Idaho,ID,44.240459,-114.478828
355,2011,ID,53648319.9013259,1146216.3347957004,54794536.23612148,4113067.4620987982,2416335.9801530004,47118916.45907421,253810.96112780002,18008071.377728,16405831.58,16405831.58,5870478.305014101,Idaho,ID,44.240459,-114.478828
356,2012,ID,37906013.279731765,1201073.7501071997,39107087.02983896,4580608.4724587,2477684.3101464002,30847720.49712669,25110.010043399998,10174490.28448,9291547.182460003,9291547.182460003,5803428.423910502,Idaho,ID,44.240459,-114.478828
357,2013,ID,48077905.1364142,1026496.2025277001,49104401.33894181,4397370.707391699,2691693.2431464,40988841.1858762,81296.4700384,11793000.443840003,16487483.404880002,16487483.404880002,4959536.016145498,Idaho,ID,44.240459,-114.478828
358,2014,ID,49694026.832064085,1261878.4101714997,50955905.24223538,4784185.386745099,2851433.8621464004,42058407.58317251,56580.400034000006,14056707.107992,19056459.734994,19056459.734994,4971793.359623999,Idaho,ID,44.240459,-114.478828
359,2015,ID,47046338.71716508,1010547.2293742,48056885.946539275,4781034.1561042005,2631777.9961475,39633526.56491351,1501.2300426,13888856.990528002,18811212.685896,18811212.685896,4591095.825709797,Idaho,ID,44.240459,-114.478828
360,2016,ID,45137008.30635011,982644.3474475001,46119652.653797634,4658789.324089401,2857464.690791301,37620754.29146949,4248.280233699999,11976275.722880002,18436385.002159998,18436385.002159998,5088473.150491998,Idaho,ID,44.240459,-114.478828
361,2017,ID,35406396.629781894,1150282.3637055003,36556678.993487395,5129408.508422298,2728212.5307132,27548775.59064639,10209.7500581,7489317.577447999,13296834.967335999,13296834.967335999,5185499.563716299,Idaho,ID,44.240459,-114.478828
362,2018,ID,32112066.506130893,1516416.4808605004,33628482.98699139,5037429.881827898,2837984.2704442996,24236652.353858598,1891.1000000000004,8073829.254448,10573043.572336001,10573043.572336001,4804799.800899399,Idaho,ID,44.240459,-114.478828
363,2019,ID,32330222.468261704,1591413.4690988995,33921635.9373606,5212110.8415243,3988509.7132297,23129601.9135077,18718.710000000003,9446602.649211999,10868227.303914001,10868227.303914001,4968838.4656036,Idaho,ID,44.240459,-114.478828
364,1994,IL,98832395.0,23506602.0,122338997.0,66174919.0,1265015.0,31392461.0,0.0,470621.0,24897.0,20145025.0,63520496.0,Illinois,IL,40.349457,-88.986137
